product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
9a3d13559997d2639ebd02e75913b799,beleza_saude,51,495,1,233,18,16,14
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57,455,3,10700,40,100,16
0776155007ad20447a0b0f91d4aad644,alimentos_bebidas,42,2263,6,1000,28,13,13
8792f8b694229e5627aa6a15cf912052,utilidades_domesticas,48,204,1,1150,19,22,19
c24f692e0f20f854c24c31517610ba7c,telefonia,54,1057,6,200,18,3,16
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51,122,4,450,20,31,30
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
2954628cc646e129a849918ab2b366ee,automotivo,59,651,5,4200,78,4,47
7aeaa8f3e592e380c420e8910a717255,eletrodomesticos,37,1642,10,5500,29,37,25
7f6f8bdeee8ab42b5b4873b754f22a15,papelaria,41,312,2,200,24,7,14
c828d9e817355cc55ab8a449b2299f25,consoles_games,48,691,2,317,20,7,16
17597731049645b4a7cd01de0b4188d5,brinquedos,50,690,1,7175,50,22,40
4a9947ec1fcec2b3321193ed5590e8cb,relogios_presentes,42,576,3,300,16,2,20
4c35791f944cf1550e8ae288b3f9e258,informatica_acessorios,53,514,3,424,25,10,19
0f8977d115c52d93a05dd4eb7052baff,cama_mesa_banho,59,266,1,3975,46,12,43
353f9040451759cc7153da959db1e531,cool_stuff,48,662,2,18600,38,74,38
06ce9c3e61c7a07f872f8317a7dc534d,beleza_saude,42,3887,1,100,16,8,11
995e25d9b46dee183004994645768d95,esporte_lazer,57,722,4,500,16,15,20
35e26f65c3f380cfe6257d771fb067d2,esporte_lazer,45,1134,1,867,26,15,18
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55,133,1,700,35,4,30
cb2a50959c992d8d56a80c45b59e0441,esporte_lazer,51,236,2,400,38,26,26
ea44caac707f7f1325182a538007f838,bebes,59,809,5,6600,45,25,35
e2acf075e3634e6f0c26e4e88c1bf9d7,moveis_sala,33,332,1,6750,54,18,53
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53,1991,2,600,60,7,14
2ac7c9339ff85fff3e1aee3eaf7bb315,utilidades_domesticas,43,357,1,217,18,5,14
49e1eb2294c024ad435adb2b1de09336,utilidades_domesticas,56,179,1,400,20,7,11
31a2f42a87890f87d77daebdfabc182e,brinquedos,58,419,5,1700,30,35,25
a8d952e8e5436a6fe36d24c402d100de,telefonia,60,540,6,300,17,4,11
7736ea239e147291f6adb766c992beb1,cama_mesa_banho,46,128,1,250,40,4,30
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55,985,1,1625,44,24,32
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,57,1289,1,1300,60,13,23
00de7f393d962717eeeb2d7131a40dba,telefonia,47,816,2,300,16,5,12
f74eb9bc847b5e5e906e5e214bb451b8,moveis_decoracao,59,438,1,900,30,4,20
b18d3e74e5793a823be8acec061a5977,brinquedos,58,78,2,367,29,21,21
b5778c55de68777a0a3565e03b2e2817,,,,,2500,26,25,47
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56,617,1,1583,18,15,12
cfe99a31516679fb9515881d25891570,fashion_calcados,35,222,5,500,29,12,23
f2bb1681ac26e3993d10ff79cba282d5,utilidades_domesticas,46,180,2,400,23,6,15
564f6caa975212d645b004093145e621,esporte_lazer,55,385,1,768,15,13,13
4be566f7ce6887d7ba428bccab9db80d,beleza_saude,40,664,1,4800,27,22,39
0820af09ddc75b84841b1fab4da4be9b,eletrodomesticos,60,462,1,100,18,8,13
57414a165829139b9b534f0b4a794fe0,pet_shop,41,302,1,14725,54,25,37
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52,752,3,1232,38,18,25
8173ca41cdb176462f9ae79821a48404,esporte_lazer,57,382,2,150,20,10,20
2afd040779d1ce6295b76d092b048066,eletronicos,39,2154,3,100,20,5,12
b3c13ca98fb6f9dd5c6aec8b1d353506,bebes,59,2270,2,350,69,11,11
ba1d7e7ee1f055d252a2faa8ea3cea9b,agro_industria_e_comercio,59,693,6,1900,45,15,40
7b32b1b87594b60dced8abb4531d2986,telefonia,51,419,1,350,16,6,11
a1013e8a0647368039fc1a2f7cd5e516,cool_stuff,41,1471,1,876,24,23,21
aa48d4f285b37252409e6f9fcb0b8ffb,beleza_saude,46,498,1,440,19,15,14
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
ead3077a141a9c800d6a4bb9d0d415b6,cama_mesa_banho,60,662,1,1150,22,4,28
cdafffbe81c76e4cb8b1270523215c82,perfumaria,47,313,1,500,16,17,15
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36,890,1,950,29,3,21
5d42919d908b17ec1848699d89e2bace,bebes,58,1515,1,8300,20,30,82
42ba5eab75cf0db7905414fdc6a3fd7c,informatica_acessorios,57,740,1,1000,28,15,15
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
be59f0b9bd1d08d096188f98168fc987,,,,,3550,40,10,40
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25
8da77162e41d47464f9806727417cf6e,cama_mesa_banho,58,293,1,3600,50,10,30
112c98970afb0e6dd81c05ddd447416d,eletrodomesticos,52,372,4,200,27,13,17
01cf7c4cffff8db0a1cbe612bd2d50a4,moveis_decoracao,53,371,1,800,40,5,11
7567d226ff0be3edcfca0124da0ca3f5,papelaria,59,697,5,100,20,8,15
82d5798b1ffcb66543a2f0d6198a3a07,esporte_lazer,50,861,1,150,16,6,11
3f1a741cf5591384428c1cbb0ef07ec0,beleza_saude,60,400,1,150,60,11,16
e27c4dd075a521097a085bced0631ce7,moveis_sala,31,618,2,9750,27,15,92
1c57458e824ca3d974ec1831a1a55e72,pet_shop,57,794,3,30000,79,2,63
0a859d8dc68f6a746b4709217110c439,esporte_lazer,50,2871,1,30000,90,50,50
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
d6061ffaf719f75dd074a637c535b644,casa_conforto,53,1180,2,1850,45,15,12
719d571299707561c34ba04ab867b32a,beleza_saude,41,1178,1,434,20,16,18
4161c903c8834f814fda62d066031d74,alimentos_bebidas,52,595,1,500,33,21,27
9f683084a0b0211109fef6e538cb4767,cama_mesa_banho,43,352,1,800,45,11,11
8fbd36d3b045f5f38b252b1513478f38,informatica_acessorios,56,482,2,500,35,5,15
aa0d48704d551d1247be98ca06dfa990,cama_mesa_banho,58,1626,4,250,16,22,11
8d8109048bbf6f0369b1522029f92a19,cool_stuff,49,933,1,250,22,23,16
c784a651cf319526cc7cf854f83cb941,papelaria,58,125,8,500,30,19,30
1cf22c0593f2ba8ecf404d0945a2036a,construcao_ferramentas_construcao,60,996,1,5500,16,45,15
f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,52,791,6,5200,63,2,79
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
d8e8c5f6ab9f4c0214127182ca234525,moveis_sala,54,380,2,4550,50,10,50
0d69c82f1bc2991a5ec6fff3d803876b,fashion_bolsas_e_acessorios,56,1666,7,150,17,5,19
6ec3c050cedb96661c07a891ee359146,casa_construcao,63,380,4,1200,16,20,38
252dc1fbd22786a5305623453f8eaf8b,beleza_saude,59,3323,8,100,28,13,12
ea66598d13482c9c72f1936c62d2e630,eletrodomesticos,55,725,3,6613,49,13,39
0d90fced28b749fa0468818d98cb8212,beleza_saude,42,534,1,983,41,23,35
34742604f6cd1e891726b849b6890f81,esporte_lazer,47,1582,1,12000,105,46,46
e8452a21116fc579999d65cb5279797a,cama_mesa_banho,49,729,1,850,20,30,30
bd0ced5367f8750ffbeaa23d1d2ddf33,construcao_ferramentas_construcao,59,1085,4,800,25,21,25
c2fb73db15e28aa021dcf7b2856fef27,bebes,52,704,4,3600,60,20,50
9bd556e1c4a7917679b89ec2075e9cba,utilidades_domesticas,55,271,2,2700,30,16,33
ba9a847a2c023953743ba9e5ef6c88c6,eletrodomesticos,39,229,1,200,26,15,35
cfd652b39b87b4e06cf4ea106a32db47,cool_stuff,33,659,1,1250,42,25,15
11fcf75cb0f15b4e28842db20b062850,moveis_decoracao,63,461,2,800,80,10,60
5e53af05c040b01584b81b3549945faf,construcao_ferramentas_ferramentas,53,470,3,200,16,16,16
08c816d9a716567bf436173ef6f5f12e,eletronicos,60,740,1,150,18,12,15
3c699da37ca714bf7dfa8450413fac3b,esporte_lazer,26,108,1,600,22,16,22
f9fde29df32a1dba73a3b1075c9a6f3c,fashion_bolsas_e_acessorios,40,233,1,200,24,9,16
3c95f0e78d88cdfb8af7f72dd586a4a0,cama_mesa_banho,44,338,1,1200,34,17,28
5ed3835ea6f96c77bdbe416dc1a96850,papelaria,33,197,3,200,24,7,14
40c9f84a8919516ca9b0d6a9f5ad27f4,fashion_bolsas_e_acessorios,45,802,1,100,16,5,16
dd4c3b4ab7e001aaf385ea2e68952030,bebes,23,358,1,450,30,7,20
dfb68ce52d4975e692909a1bf9d59f1b,fashion_calcados,44,284,12,300,29,7,16
ffd60d515c690a976c497e75cd2336f4,livros_tecnicos,50,153,1,250,23,2,17
473ecd4c15ecda05e4044ef14f1f4c2e,fashion_bolsas_e_acessorios,41,827,1,100,16,5,16
920efad5907c4034a1ef4c4c11b17fee,telefonia,45,363,2,150,19,4,11
4563095e06df1fa67de2eade86f4f01b,moveis_decoracao,52,469,2,100,16,3,23
b19f489c6dd8b47c1e9ecd9e3f2d8bb9,fashion_bolsas_e_acessorios,51,396,4,1400,40,15,30
2719b33ad5e693f64d333db5422585eb,esporte_lazer,48,354,2,900,28,25,25
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58,395,1,217,16,14,14
1e618d311a1b7f88a9d96ec50aa85582,utilidades_domesticas,42,540,4,9950,31,61,31
c862d801c5bf9b08e1bde0e3801199ed,automotivo,56,1445,2,1100,32,13,30
55cb480b28bdd6d8e71d83b3c8d67c75,moveis_decoracao,26,218,1,600,25,25,11
e672fbe634ad07cce9d85f412becb2c0,cool_stuff,41,909,1,1400,42,25,15
fb931f000171a7ce4963df2a8bbfe82a,instrumentos_musicais,45,154,1,550,30,10,20
d585c50d622ff40b4d69959caa42a5a3,beleza_saude,50,1580,1,1036,20,19,14
158102fe543dbaeb84d87811bfe06d0d,moveis_decoracao,56,646,1,300,16,30,20
8d1cfc0463b545928bfb4e589e017bd4,market_place,55,1626,1,175,17,10,19
6685d4ea9111ef423f76ea2ecf350180,moveis_escritorio,52,1292,1,6975,52,51,17
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
72f50924c42f32d9a236b7602686a49f,cama_mesa_banho,52,289,1,3450,36,10,35
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
5cb1a29179d1883d7ab5424629fe67aa,moveis_decoracao,37,594,3,1100,103,6,20
eba9ae37524dc8fdba2161862c6f8aaf,utilidades_domesticas,41,210,3,1100,19,12,15
ecd4ecd11a1bdbd279d1852fe373eb6f,beleza_saude,58,439,3,600,16,2,11
3a5ef18a79b288df31a2b4bf5b2d17ce,brinquedos,47,749,1,1200,35,6,25
9f7b48e2d4e4d7375f71a10791faa1b8,cama_mesa_banho,42,507,4,2050,50,10,40
078b7149a32b479d3cbf1649fea0172c,livros_importados,57,3694,1,300,16,14,16
077599a82ee54960bc4f4c941b0d1359,beleza_saude,53,1140,3,1600,18,8,20
5d52927f3cf2e3266c5dd6e4d2dd566a,telefonia,52,526,5,200,21,6,13
3b31b57a9cdf87158977c3188a8dfa5a,perfumaria,50,509,1,543,24,13,18
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152,26,24,21
a695ab8413ea83619cde9b18292d6aa1,moveis_decoracao,38,503,4,1700,23,7,23
97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
f27aff266ad97e75d4a24c893b2c311e,eletrodomesticos_2,55,1345,6,8850,45,33,35
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
1c21c1ed398eae61184065889ca3d4b0,cama_mesa_banho,51,324,1,900,42,8,37
6dde44b4172999f35f08654d06bad633,moveis_escritorio,55,1180,1,16167,64,62,25
50f5f13adab483598dfb6a40afaf70b6,informatica_acessorios,15,159,1,100,25,3,19
a97cd00f5c1dbfbc7f0f4b6c1032253e,utilidades_domesticas,59,731,1,5500,51,20,29
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
fe75529a267b76ac6e96f0c322a899a4,beleza_saude,33,374,1,304,20,15,15
0bf16c5642f26022d106438f491b9b1c,utilidades_domesticas,15,422,1,300,41,5,31
869335bdf5f8389362b55e97c83ea1ef,esporte_lazer,41,304,2,1450,30,13,30
e7d26dd6742baca292020c158e6720c3,malas_acessorios,40,124,1,450,24,47,34
92c1eb75a887a500d9689fbad65e27e3,moveis_escritorio,41,1205,1,17150,58,61,24
ccb162ed569f47d83f62aebd5700d7ad,climatizacao,56,671,4,8750,25,25,25
09b2a4f1ce3561a6562ffdccc0ca7c18,ferramentas_jardim,47,508,3,1150,25,20,25
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
b150110bc5afad8ff2cce5cd50c8e2a2,beleza_saude,50,614,1,367,24,14,23
2a15783d3cb601f8d9a6a86806b037b3,bebes,47,1080,1,600,38,5,33
b953d9a0d8c056d4144acbff1f0adc80,automotivo,59,763,5,1100,23,7,38
34239894e175b17d8c84edc6c73b4dad,bebes,35,221,5,400,29,12,23
af8533a77adce26dca87480c4c5c9af4,cool_stuff,60,1168,3,550,17,7,23
62410fbefbe7df2abf7e6b23e64255ee,ferramentas_jardim,55,980,7,8050,43,32,22
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46,1350,1,11875,57,55,22
3779f2d78a8cc041bcce56232d83befb,automotivo,58,1275,1,1125,20,17,17
6c0d0bb889a282484443de64903f88ac,utilidades_domesticas,48,663,1,700,23,23,20
cf02395ed36c61d5ce31bdecce9767a3,esporte_lazer,58,1155,6,750,16,11,15
40c36dbe4fd510370d40e09ae7670a26,bebes,47,442,1,250,16,16,16
c477957dd9b5f51032f3631c50630585,cama_mesa_banho,29,796,1,1600,35,20,25
d3060c543b1b88a647cc284ed7a9dd4a,pet_shop,38,817,4,6200,69,10,49
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
5f0bdec2fb222061ed8fe52586a5957d,telefonia,42,660,1,113,18,4,11
3918bb60ff48662029ca9f1e1f7b9842,fashion_bolsas_e_acessorios,59,352,3,550,43,16,27
5929e483b6df44414c047cac38873fe6,esporte_lazer,22,300,2,650,60,10,20
e7d5464b94c9a5963f7c686fc80145ad,relogios_presentes,42,938,5,275,16,14,14
3225c54bb2785c33f49f50398fcdb88c,relogios_presentes,47,547,1,269,17,11,13
c1bc9defa33e2379fa66e43dd1875480,moveis_decoracao,49,170,2,6000,60,30,35
91a3881d2f8b6a993db6ba07284637f5,esporte_lazer,39,1195,1,600,16,16,16
fa54ba82589db68838ebe0225c34f30a,eletronicos,34,212,1,16283,19,14,15
b8c89bc5fa5dc01a5d0e9d7ff0c6ecdb,cama_mesa_banho,55,444,2,700,50,16,16
1b34de23397f9ce6cd0f7afa27b60eac,beleza_saude,33,3664,1,430,22,17,21
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
09e68b02ea2a0a677c692faac3735c9d,esporte_lazer,30,626,5,227,26,15,19
a1efe4a86746c22541813e22e1d23e33,cama_mesa_banho,52,289,1,1950,34,9,33
3c5ff6cfedc787b5fcef300fc43100c0,automotivo,53,2118,1,300,24,18,18
4b2772e2e34787603725226af352e466,beleza_saude,30,150,1,200,16,9,14
e5eadf9be70a4a9fa514019542fc330a,eletrodomesticos,48,543,2,1200,35,20,30
de2ac390da8e5e9cc2c6bc88d5c5357f,relogios_presentes,41,438,1,400,20,14,16
cfe9e8e1f0400c8cc665d41722f34086,moveis_decoracao,44,696,4,1500,35,40,35
63085bb4366ded27bcb63cbb59b4103a,bebes,53,872,2,13100,38,47,44
7c1001239dfe84755f6c35910436abd1,automotivo,58,1125,6,100,16,5,11
c077c1ab5ccc8f57fd2fb6fd2f0b03cf,utilidades_domesticas,53,786,4,725,29,15,23
dc66bd48cefb7c7c6ad6684a305b6bf7,cama_mesa_banho,60,340,1,13050,55,40,40
1c9b5793de6c3d9117b6218552c87a8f,perfumaria,54,956,1,50,16,5,11
ace1e48f1eaabcd539235e93e361133b,moveis_decoracao,29,356,3,400,25,5,17
915c18c67d0b3cd469475eccc0d1a7bb,eletronicos,46,391,1,150,18,12,13
5bd6493a2d5a384987386f2696bae33d,telefonia,59,405,1,150,19,4,11
ba10a94473b332e323abe844988c8237,informatica_acessorios,44,526,1,573,21,14,11
b3e40ff639c185b9d726b4b19c17e6cd,cool_stuff,55,934,1,2150,42,25,15
2604055d4992311bc72b115b6d5adda9,esporte_lazer,60,1971,3,1600,80,20,25
57f2bc497c1a3ebe41ba7a06d78ed159,relogios_presentes,55,336,4,250,16,2,20
8466762a9393a2b2b1de73f3cf6081a3,moveis_sala,29,104,2,2700,47,6,47
67fa36df2c5e624059dda016bfd72e15,climatizacao,53,286,1,150,20,8,13
c3f8ee7e05c01c61ab863e336b0f2e5e,informatica_acessorios,52,381,4,24050,60,40,60
4821fcfd5ac4f89ee295f3ac1f20c7a3,utilidades_domesticas,45,567,3,2900,52,3,32
19884358087155dcb193ae99f344fa30,cama_mesa_banho,56,405,1,1550,40,10,30
0f840300fe45ba963a5d215b62e6f767,brinquedos,50,167,3,350,16,13,16
ac20a9614b6db9e7289b85c4f4b6216a,eletrodomesticos,59,190,1,1250,65,8,38
0c3ed87d108f627980e66e9258f9c305,brinquedos,56,342,2,800,35,25,25
ee6c49af1a2de55aa0e076257ab4ab99,informatica_acessorios,47,956,1,140,22,14,14
72f78c618c8f81c2b8f0ffd2a51293b4,esporte_lazer,49,493,5,1800,52,8,21
ec2d43cc59763ec91694573b31f1c29a,cama_mesa_banho,38,735,5,800,20,20,20
40f999464ef29d2a07cfaca1eea4c210,automotivo,44,334,2,125,16,20,20
544ffb995c65fbbe68f36f36e388dede,informatica_acessorios,60,290,1,800,33,12,12
9ab817d90bc61ed772ffea01b4cdcdb6,beleza_saude,57,1262,1,450,20,12,12
783dae38feb9e3a364e24e25168cfa8a,utilidades_domesticas,55,842,1,14350,50,50,50
679a3e5e1d2bb68982be5734c6e55e63,casa_construcao,57,565,4,800,38,38,22
6e415cdc78febbdbe465df65d52dbc19,bebes,60,1110,3,450,25,16,29
c351fada6ffa67ee3876b1cc568a90b0,esporte_lazer,46,2393,2,300,20,5,20
ebfe7a4ca40dd34375e373405a114c32,utilidades_domesticas,49,79,2,417,19,11,18
ab3c88a070e61288a0f37d8ea38e7cbe,moveis_decoracao,49,666,1,3450,30,35,30
cfcb14e1f3b7ac5213b4e2ae7697598b,livros_tecnicos,20,608,1,350,21,2,14
42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,60,188,1,1300,44,2,35
43f911ac50adc19a96cd523ade4e7cca,beleza_saude,58,963,1,1617,19,15,18
4724ffa427f315c485e39b02e21859b2,beleza_saude,52,1059,6,550,16,9,11
18e2f2853af64a5c039fb829e8609da1,relogios_presentes,55,457,1,600,16,11,11
fa381a4a9af65ea5fc8f3829214045f9,esporte_lazer,60,1351,7,3050,62,10,22
3c4fa3a3881df35a8f19bec369491d50,beleza_saude,34,426,1,606,19,11,16
144266e1585320d057797a369596bb8b,cool_stuff,39,765,2,1925,30,32,27
ee5329ffbe604bebcf84b2fd7792024e,beleza_saude,53,84,1,250,23,7,15
6ce07ff93c0dbafa9df5c10038e41287,cama_mesa_banho,33,1061,1,4150,26,26,36
4cbe2c068a0dedc1d12e126a2e7a15e3,esporte_lazer,21,606,1,8700,32,10,11
9e6b8ecc9fe47cf9c40c3709b67089e0,moveis_decoracao,63,285,1,2500,47,21,41
cff277cb1dc167f45eb05eccefbe4b04,informatica_acessorios,52,365,1,200,20,12,12
875db2194361bf1a20064ccd2c697532,alimentos,58,2576,6,930,28,12,12
09c3a2ea33f044aebffecd6681e00133,moveis_decoracao,45,494,1,1150,35,23,35
fca62108387e25005784da2f551466a1,moveis_decoracao,42,87,3,14600,84,8,84
3b8b957801a5b4bca1a4f5d1f5d32aef,telefonia,30,350,3,100,20,4,15
679804d4938f8bf53025298b725f2eb6,market_place,63,677,1,500,16,16,16
1613b819ab5dae53aead2dbb4ebdb378,automotivo,60,982,2,50,17,10,15
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
bc43d9cc64d7ff9093e8dd66b4d87665,esporte_lazer,57,969,1,1125,31,29,29
ac6c24af9f913c9375a3ea77883bda6e,automotivo,28,325,6,300,35,3,26
81a266bbf4c7aa3113db84e81ca899b8,moveis_decoracao,63,254,2,1800,41,9,34
18b0e642cbae7251e60a64aa07dd9eb9,informatica_acessorios,24,718,2,200,41,2,29
0388b93e2992639ef7de7b35b2ba91b2,fashion_bolsas_e_acessorios,50,427,3,2100,16,5,11
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
1b7b45fba5ad23e8117914f8b36e6772,esporte_lazer,46,1277,5,1600,42,10,22
fc9f1b7e877d87c6e78cc32686a73a27,cama_mesa_banho,56,701,1,1000,50,12,12
