order_id,payment_sequential,payment_type,payment_installments,payment_value
6bc36770d620721000e91c6115924837,1,boleto,1,117.93
69727f8e9f934f9177e36f31d1865c2a,1,boleto,1,70.47
f8046b5049a674585e048bb954e3b494,1,credit_card,3,316.40
61dffbf220e7df65d65f1ea067fa0b1b,1,credit_card,6,86.86
b7a592c88818dcacf25f151e67f0bd8c,1,credit_card,2,145.59
73f078f94fbf270913ba09b8bb2d0f93,1,credit_card,4,157.79
db4c181f6ac63a558233e98861beda3e,1,boleto,1,54.00
d4126c989370101ec1b96733f4adfe79,1,debit_card,1,83.14
0cee95c34f2cd6a8e38d9b170b9a468e,1,credit_card,1,117.96
3a27e0b9d5d118eeba13571803a2b08e,1,credit_card,8,231.18
55ea12225a84c0269c9ae6604e6f9141,1,credit_card,4,99.35
456f9f06a58b9d22e98d54aeae391575,1,credit_card,1,157.11
e6af9b3f52266ed3aee09ff6bb028afc,1,credit_card,4,329.06
2fa74b22c65ece27ba1edf1f40354e19,1,boleto,1,79.00
a2c173a8905b6e8f3c6ea83b7d9c6b91,1,credit_card,8,169.60
a77a378498a60424c73641a2bce561f8,1,credit_card,7,70.09
55c9cfabdee5ea72c34f3861da9e817f,1,credit_card,2,139.46
77d599900cf351da04c8d0f7b5ade74d,1,credit_card,1,163.06
8be7a307c750d151af4661da51b2bfa5,1,credit_card,10,466.12
472d6b3e92be83f747dea801ed1d461c,1,credit_card,7,74.05
25ce89b82d611789988bd8dd3722c6af,1,boleto,1,74.72
680caaeaa537d89cb256b5538bd02773,1,credit_card,8,320.10
b2d1902261f105c5c09ca05dc05c2aa0,1,credit_card,1,147.23
d630523e4ead4d29e7dd497f1a47b90e,1,credit_card,2,38.68
53366f56110f65cb92e10f720b3679a5,1,credit_card,10,806.46
011405ae7b89def8ffb3468eb29c299d,1,credit_card,1,37.86
9ecc5c5e57de488331667fb8c3d5f689,1,boleto,1,121.90
d48417cf367104ba861b31d6ef9d9528,1,credit_card,1,70.67
bfcb171109072a41eb811fe6bda0c94d,1,credit_card,2,236.55
4d5f4d9f45924156c57a69d5ef886822,1,credit_card,8,342.18
38ac0cc1879cabf9cb23a2e8f217acfe,1,boleto,1,875.90
9d85f63ebf2543ff0cb9d3a3bdd7ead8,1,credit_card,4,187.28
5ad674ed6e835a39a6a7d73bc989ce57,1,credit_card,10,396.10
932c319ee28911384cce008c02f0b448,1,credit_card,1,80.92
b28d46b1868c3e5ad7bec94c220e36ef,1,credit_card,1,67.36
aa8349da5e4a45c547cfac79368e930d,1,credit_card,10,121.68
3578f604ba267d1491f68d8f929dbf28,1,boleto,1,49.42
b6be905f6deafa5ddd73c0152e4d4b3b,1,boleto,1,103.65
d116a9f838daeae6ab2e694cad2045f8,1,credit_card,1,74.41
4c43459211e81f383114dbcc328b7ac4,1,credit_card,1,139.11
37cc3389217eea1a2c533e2314052c32,1,credit_card,2,80.89
1f93b86e99f08972d9d0fe0757d8c6b3,1,boleto,1,68.13
46216bad82195f8dec79cfde98c57acd,1,credit_card,1,49.34
6e5fda4cd8dbfe3f9c8485b8d10d7503,1,credit_card,2,136.08
ea3f7480344322038931bca4a6e6f858,1,boleto,1,125.53
25af0443015b8d200489039a00361f2e,1,credit_card,1,54.94
a90d54c4e730c3f73f5fbf256ebe58e2,1,credit_card,1,126.64
d5d415a80776eabc101e98603d000455,1,credit_card,1,74.50
e821c71ba6efed0813bbc0a01a95f24d,1,credit_card,1,40.63
9abb2627b40ff1591e62553894e6b312,1,credit_card,3,127.41
e86938345405d046452bd662085b127b,1,credit_card,1,135.48
c1b86a370f491b37cc3adb8ef0a21fe5,1,boleto,1,146.85
8ab0c0ecda227b5dbcee5c23f28f0ef4,1,credit_card,1,57.43
f82a3c6e1e4ad29964e50eb40ba50ea8,1,boleto,1,166.81
ec88157ad03aa203c3fdfe7bace5ab6b,1,boleto,1,182.91
5b3e6244d63f344c1ec9663776e1ca97,1,credit_card,4,46.69
1e34943faee67957ebdc93ece5a8f906,1,credit_card,1,419.03
48d0129c92992c4ee4c6b7b034c63336,1,credit_card,4,58.53
5a8a7f4c51588126be426fa3d099b828,1,credit_card,1,203.91
7aa518be998a5e4ae20ebc594ddc96e0,1,credit_card,8,368.92
0f30693cac68f8597594c35a1dc38a8e,1,credit_card,1,83.13
7b2224d2541bc6874a3767724399a203,1,credit_card,2,144.56
e1f37ead3c565a7f54eead433530c790,1,boleto,1,28.28
48d545666a0d9303e1ef851ae9465976,1,credit_card,1,197.58
0f914d0786d04db3fe3dfb23cfe60aeb,1,credit_card,1,87.64
f498aab8c4d72194623c6dcdb2561b3c,1,credit_card,5,144.78
ac8a7a5a2eb68fd70147207a05c5e9d9,1,boleto,1,107.05
aeb42a43f79770a6814d16704d4e1f58,1,credit_card,6,187.10
cf0e7f7b96ea1d2939d084ae7b99f10a,1,credit_card,1,764.52
cca0f2f13b67b19407e3300a249bd506,1,credit_card,2,67.13
358a4d03ca7ff11e1005742a0fac54bf,1,boleto,1,53.85
2f90cbbae872c312d21619dbd02ab3a5,1,boleto,1,161.49
ceb35b18f6b84c1c75f02859ce3160d9,1,credit_card,1,87.52
10c2b05e3b425d09cb2a1fa7f08d701f,1,credit_card,2,225.23
571ceb25e5db8f2493bdc932ae31e994,1,credit_card,1,43.09
5ccb4a64fc9be1b3a80e261aef938115,1,credit_card,1,144.07
d75779e6c1a84594d2f0721948133e6e,1,credit_card,5,159.22
26a4c5b97bdf4e499a22334ea494e883,1,credit_card,5,349.07
0c021596b865eb54c02ad64bf7d55aea,1,boleto,1,72.75
b3a32621fc0c7dc8cc99ac717fc61b92,1,boleto,1,47.38
0e6f08a9522bf9b1287fb24ab250dd81,1,credit_card,1,176.14
0a2ea907b178650afcfcab07e55b70f6,1,boleto,1,75.25
f8fe2e394d3641489e6a2ca1cc40651e,1,credit_card,1,76.86
a5a854651cfe0d8da9f1669266fd4063,1,credit_card,3,101.18
d3764fd6a2c04354a8cbde8508cc0ba0,1,credit_card,8,90.42
d2b465d6828555de4d5226daea422618,1,credit_card,1,69.90
2788c37316cfd96e71107c07b22454c5,1,credit_card,4,107.17
38ad398ccb6f45911c35e8625cb68087,1,credit_card,3,155.91
390056468c27192af8354d708051054e,1,boleto,1,18.70
e317f41180b8a6fa3ce86b6fba6ac3fa,1,boleto,1,158.27
82ffe097d8ddbf319a523b9bbe7725d5,3,voucher,1,20.00
e257ae8610fb4fb68a1f459c3a4b1f51,1,credit_card,1,131.73
53cc826fc95813b674969ef042406273,1,credit_card,3,73.03
bc6c23697db04d6dad824fad9a547d7a,1,credit_card,1,89.25
53e1b8f33e706e740dc7fb9005d242a0,1,credit_card,4,45.34
6561b237241a2fbd514d45440cd1b349,1,boleto,1,118.88
5970ae5c335f20241fd65ed1379fe3a1,1,credit_card,2,135.08
275bdc3d32ed65dee689eecaa10e7a80,1,credit_card,5,268.84
b1e83743987d023e63838e2fe9149231,1,credit_card,3,190.98
a96d80130c5b0907958c4cfeadb4bb8e,1,credit_card,1,83.41
ec91a58a83b62633311320a62097c129,1,credit_card,1,65.53
e2210e9067554988ff724209b5b7a474,1,debit_card,1,45.09
4f40b7b437c07599a6f77c6ba8977dcf,1,credit_card,2,162.91
2c9b1f7bef0f4fd1ff94ce18f9ddc0bc,1,credit_card,1,43.05
0a8c95289dc386957c00a84dcc054d5e,1,debit_card,1,134.83
bc0ccb298ff96bfc777b62cfe75899c1,1,credit_card,2,117.96
dca3b709f4c0389495cb4fa1a063440c,1,credit_card,4,47.63
7b103f0841bda2b0b9e208b7840a762c,1,credit_card,1,187.89
6227de9611e75b006686710c6a29df35,1,credit_card,1,130.07
a15d904c9e9cfb9f11a9752fbf1b6a7d,1,credit_card,3,38.32
7068f14af6c3c575490f74b6aaf2f05c,1,credit_card,10,1093.52
b843f3e786e91ebc527779dc682f5487,1,credit_card,3,37.86
b2d12a4a4d83760c773b813c1c6b335c,1,credit_card,1,47.63
e0e8821153a77c23ac4dd81c2e687ee0,1,boleto,1,65.51
ae3ecd7aadd6785fc80415c76a3ee139,1,boleto,1,180.76
019ccfeea1ea9afbebdad57d65f2e36f,1,credit_card,4,167.81
ce2d0e7e8a249b93d3cfadb57113023f,1,credit_card,3,72.75
a6ea59851ffee8cb73761179fc7bcb6c,2,voucher,1,89.25
42113e78f28f6201edc22b1a9f50ca81,1,credit_card,2,130.02
39c7d4ae602c664a264c6da2d674f418,1,credit_card,2,58.26
bf92c69b7cc70f7fc2c37de43e366173,1,credit_card,3,166.71
9a3deccd2b0279aa76825542a6146030,1,boleto,1,142.43
54df3693869c9e8423b07e0287194059,1,credit_card,3,174.74
330534a2e7ad98d0c76ee20bfa001c50,1,voucher,1,20.00
25ab32ec1b293e1889e29cce8820832f,1,credit_card,7,73.34
b8e8aa8bd53c50e5be82ea6f6a04e417,1,credit_card,5,102.37
7222c3a8696a84d8f538ee8db5832c67,1,credit_card,4,377.63
1f9acfb03ed5bcc65242f54f6fec83a6,1,credit_card,10,347.06
0d24d62857c1f2d00801a3512dce5d1f,1,boleto,1,122.80
deea84bd5e80bec98688cce040163d4e,1,credit_card,3,152.96
26884dfc89f32e105d001c993035c55d,1,credit_card,3,126.19
bc878545684a3c5063d67725f1113ad5,1,credit_card,10,605.85
3d34e2eec4245acada65a41a949f2568,1,credit_card,5,242.54
9da45042d8eb6c75611db8ff1a176f8f,1,boleto,1,163.06
518f635a71b22cd5e588f9ba98f6204a,1,credit_card,1,104.09
0170e40334131d971605ae70efb33e4f,1,boleto,1,37.23
d52ec59371d4477349b3a26e9607dc2c,1,credit_card,1,17.29
c09b04d29fbb1982a8af49b8ada809e8,1,credit_card,5,50.86
b3b4094d535004ba0ef19c96ba6dfd11,1,debit_card,1,37.13
a7e6fba3426b2524d4ae03c6bcd147ee,1,credit_card,10,782.26
8734071c7bfc4d453e59546b22c5ce0e,1,credit_card,2,75.17
f14edad9e9d494755c49b2e0897de3b9,1,boleto,1,186.27
cd0c854775bce057e6a7e27c79a58f00,1,credit_card,5,143.32
72fcaaf6f276ca11244c4a82bb009eaf,1,credit_card,6,63.09
b157dd3a8db0279fe95e9272103e8078,1,credit_card,1,76.29
892e01736ad734f028d207bb6578ff85,1,credit_card,2,245.35
0eb7dc4e9168fd2e3bc791983492d99a,1,credit_card,1,57.51
fb89dbec79bc8b1f0d12165058cb1cb3,2,voucher,1,25.27
8883dd20e652369652c1abd7a411788f,1,credit_card,1,209.30
f2710c3e65b68cfc927a8aac6ecebe83,2,voucher,1,138.05
7f40788714e03b8dda5b7ced37a77e37,1,credit_card,10,182.93
384cb810297edfa8442e7b06f4d4850f,1,credit_card,1,36.79
051fcda88d997d3ff86012da2a556342,1,credit_card,4,51.70
3602a80b09d914236f74c733631f3b8b,1,credit_card,1,133.03
a2c93edc2fa319d3e6aa9e18dc4b3b19,1,boleto,1,100.47
936ed73e77adab4aaaf271bddfef8f09,1,credit_card,3,242.13
2d5179fa58ed22b21f86902df78f8584,1,boleto,1,193.34
d21d7411b251f35ead1b210dc946ca70,6,voucher,1,50.00
37732eb932f8b2b2b3d7cef77833eec1,1,credit_card,4,116.97
be0f8b9e1444dc69d1288a37e32d2895,1,credit_card,1,453.88
5a6bd2554afa06bed4854ea73c7e2e33,1,boleto,1,29.69
3891b49649a70373bb5e93414f86c525,1,credit_card,3,71.14
9b75fa68354ea9cd02695d002b82b109,2,voucher,1,30.22
b23014161ca1bc596a96e77112ee5360,1,credit_card,3,43.00
5c2049caca936695cfa43805ebe7d8e3,1,credit_card,4,49.62
8192ab7fdf1ebdc4ed10c42d0e211ba6,1,credit_card,1,17.28
540c5ef7f6c23f2547a73029172643da,1,credit_card,7,158.11
2d0a9e6d2de5c45b98c59fdd868f2076,1,boleto,1,55.23
ea5b2c0d002d415e1c5e7d7f39c831f5,1,credit_card,1,447.42
3558178e8d339107c501b79be5836b47,2,voucher,1,31.07
9537e35e835d4ae6b7b219b8b2e36817,1,boleto,1,142.65
d44d3aabe5fd82754ca3b4696cdc90e7,1,credit_card,8,300.00
3a096d99346df2d6c043165967ff011d,2,credit_card,1,36.59
802a4ce6a0333eb94effff686abc8f27,1,credit_card,1,4.77
bbb2d49836a81a36102519667b44416b,1,credit_card,6,128.09
d839387d867d8d152843b37c4b8b09e8,1,credit_card,8,249.68
d6a4e0f6f17d5eda710c204339ec6e51,1,credit_card,1,65.55
1046a71a57b33b4a92f9f932237f1ab0,1,credit_card,1,44.27
26526add9da95bea7b977eff1d40d11b,1,voucher,1,34.09
657ea9232c582c9e40330a60f68dc189,1,credit_card,3,36.13
e02d1acde68fc554aee0e2913c3179d0,1,credit_card,2,95.64
bfe3860674d71c4a8693185caa8b2c65,1,credit_card,5,116.06
5dedb012dc056caca4184c7fe7ec5613,1,credit_card,2,450.53
69f57d3eb1a981a8fd71d99c39bb6109,1,credit_card,1,142.63
18c48366114e65c415b2c19448f7c146,1,credit_card,1,53.01
214cc0f5b3a0461874dbbc915258bb54,1,credit_card,8,203.99
6744ba320cc05c157f4ce99347a87e12,1,boleto,1,57.29
1a7c68f8b0d5a140d89aa6ab7f7b4409,1,credit_card,3,31.13
a14a2e543b33add9891cabe38fd844c8,1,credit_card,2,118.66
9d0ead55b274d0c21fe95108b4b3ffe8,1,credit_card,2,153.83
71a911a3509a408b60846ed2e5f91e70,1,credit_card,4,185.83
8aa41a2ff86625ff13d88f289b48714c,1,boleto,1,148.15
ad2a607cb972296b63c687849e21dd34,1,credit_card,2,162.90
4bcd0329b76295d8f76bf2c18e12f6e7,1,credit_card,8,292.99
c195e207709acb5b45f5b8d6e67899e3,1,credit_card,1,106.51
38567ea58a8c84a1d15845d0de8a855d,1,credit_card,6,116.33
a84a2c86f42a79c101ac5783d3881645,1,credit_card,4,192.78
c87d7a80e2ec732b00980f3ea7961603,1,credit_card,4,315.84
f001655c8c646cd1b5185bbc2e7534f3,1,credit_card,2,60.60
6ddda171d214be5f13055479d8b41364,1,credit_card,6,364.99
cdde87555bcd91df4fa4f191cbc77774,1,credit_card,3,227.24
ef1d282a121e2bee046bbab7f9f88331,1,credit_card,2,44.20
7cd9f4c5a26e353b50e10cc165ef40d2,1,boleto,1,68.64
8688a4903fddd7ff09ac974e258c93d2,1,credit_card,3,85.12
89faa15dbbd13f5a340deeddd4f7f721,1,credit_card,5,68.13
1cc13cb7d2099f1e6d86b81bb6d15446,1,credit_card,3,162.55
938cf86c22cfbcdef5e04f4038fad081,1,credit_card,3,69.73
0b50f9db645dbb8c98ebe37fab6ecb3e,1,credit_card,1,58.59
013aa6ba5077072401773f83f1ee6408,1,credit_card,2,178.21
8c7304b887c62d8b229df046f90e44f4,1,credit_card,3,145.66
e756c16a8426f61eb4298bd6f590556b,1,credit_card,1,110.26
0e2fe4a9435f66fade2904a904a0adaa,1,credit_card,2,58.46
4d5cefeb0501de96acd522c3742d3d04,1,credit_card,1,141.78
fd3d5d5f83a8dc51d0acbca416b5e7b6,1,credit_card,4,330.46
cb82f50adcd9978f835fe94951603fad,1,credit_card,1,131.06
51624e6ae1a0491539baed0f69d34230,1,credit_card,3,96.08
d032dd122bc93c30a420b6ee101c7f69,1,credit_card,2,27.87
b132ad2a1d3d44a9fe2fe6b63c406593,1,credit_card,7,79.24
e2b405a4cccf1e66eb8d2b73a4bba700,1,credit_card,2,141.74
fdc9d53919c301a0d27f2aad205c5aea,1,credit_card,2,95.80
56142b6c34c40cccb3e3ee8308a4ae76,2,voucher,1,9.15
e28f56dc0353b7bf8f78f05ac639ba21,1,credit_card,6,69.43
3d60cbc30fe424ccaa1b75c0c2e1cd90,1,boleto,1,53.89
2aa34343b80af35eb485d6511edf7a1d,1,credit_card,1,42.65
4c1bccb42ff068a53ac02ad1109be5fe,1,credit_card,2,59.82
406d7ae7632b47850ebdaaf719a4c715,1,credit_card,6,63.34
eb07db9884e44e51d9f3f7e6ef2715d9,1,credit_card,3,70.49
3579ad4440247fd01709d8583ae2c137,1,credit_card,4,71.14
eef2a734891eb6818c0c74bce088a982,1,boleto,1,139.94
4497ba9d409157ae7bc8aaf8fd113307,1,credit_card,2,372.42
d477ea450bb767cf9e8bea5fde7336d8,1,credit_card,1,81.10
6dddec4ff6cf5567af3fe54023e28500,1,credit_card,3,145.65
1d95cfa17a6ea1b7908c0d284f9ee2c8,1,credit_card,1,51.86
8c0921d37402722b282083329db79f9b,1,credit_card,2,171.69
31c2a1051b9b9899d82d9b980ec8775d,1,credit_card,1,61.85
7b8cdadf6b13903fc09049ba85f5ecb3,1,credit_card,1,241.71
641260b6b13348c1853886a738a7f9b0,1,boleto,1,388.25
484ab8a13180429b94330c723289a4f2,1,credit_card,1,61.27
cb26769d014df1d16ffd4de9098e95d7,1,credit_card,8,87.74
8599e76adf580692cddfebfcea8042f0,1,credit_card,8,222.68
7c7fe53f2fdb00627f75d98690d753bf,1,credit_card,3,377.50
7911b64405b6667c48cb3f1334f85432,1,credit_card,1,49.00
34fdc362961364d3ff08986ccff2212d,1,credit_card,4,257.45
d86e34fb55dbe6507acb469ef5d50906,1,credit_card,1,52.68
802a4ce6a0333eb94effff686abc8f27,2,voucher,1,47.73
f9fcece01e53f6127dfe56deebac3329,1,credit_card,2,103.04
f8e373563d5e03306b7080b3c467f0ac,1,boleto,1,21.94
e33f532fabfd63c8b0e637d99e3dfdbc,1,credit_card,1,101.82
8748f09f5b3de56a89acecb0b56618ae,1,credit_card,1,48.53
701ddcb0eab1d32958b3638a5e8c4e97,6,voucher,1,4.88
67009d1f213f762960c97b4f8629159c,1,credit_card,4,216.83
2ceb986b3043c2f73ab7577c6a41830e,1,credit_card,4,192.49
922acd93e452539fe6833fd485296ffe,1,boleto,1,67.50
d02a27af33a8164ec42eeddf27c5ad59,1,credit_card,1,127.50
367d3cae768c0b4e7a9aad6ba7bd31db,1,credit_card,5,57.80
186ab35ad2c07d4b35781c8bb314cbd9,1,credit_card,1,88.49
54220fcc516cabe9ec84b210c0765ef2,8,voucher,1,10.82
ca836e631fd3b9408c19cf18ee331e08,1,boleto,1,194.08
cc02601c19d68cb1a4cde5a11aec694e,1,credit_card,8,414.81
785c89d4e249aa8f0ec838dded807fd1,1,credit_card,3,65.43
1032cdde705c24776a43441b77855fe6,1,credit_card,3,146.30
8dc880cb89385d6213c7ea6fb637b0d4,1,credit_card,2,66.01
be7ef653148b80c79b5d9b8500c47949,3,voucher,1,32.06
7a11da7177850c642520f68efae51bf1,1,boleto,1,348.89
fddb99cde66af279ab48d2dd5d987dd9,1,boleto,1,38.01
98e94d121fb6444de93e426ceeb1e0e0,2,voucher,1,50.00
d598cf8c9a25d482dcf98cadd21713e3,1,credit_card,1,33.22
cfd2fa043913decbf8554ea5ce59d723,1,credit_card,2,117.85
2f4ed6d6a154e53f5593682472f8e6ea,1,credit_card,1,63.49
e5882de2409ffb5a26782367e95b91ba,1,credit_card,10,1384.73
8a9424899aac432d80d8e580932b5ee9,1,credit_card,1,6.79
2142bac418a228e6086f5294a8fa88db,1,credit_card,1,9.02
04778abaab7b4bdfb0abb1110f1eba52,1,boleto,1,43.22
c9645496b715730a1a5d07eb97a6bf6b,1,boleto,1,141.48
9f10c0ea65a77a1a730fee1bd83c6ace,1,credit_card,2,387.27
1c4b050b03674a68df8780c156a1e117,1,credit_card,5,73.40
c5edb2bc00fb701345fbe2bd9aedaba4,1,credit_card,1,79.29
7b1dc739a78d04563a4fd62f5a6b454f,2,voucher,1,16.00
3927ccce3a002f3ee410b40acac817b4,1,boleto,1,137.56
1a78996243d1d136ceede8be7f031356,1,credit_card,1,122.50
dabb5a87a6d9cc1388abf76cdcf76e5b,1,credit_card,2,197.27
fd2abbf4e0f632ba709f0059c02da633,1,boleto,1,36.45
3126b9be3d5939e25084a4d9661652e9,1,credit_card,1,92.06
c50c2e8e1b1c816c419c308b30e0420c,1,credit_card,10,675.03
9423ec5aa2843d66ab1e34407ecb9b74,1,credit_card,4,58.61
be4c0eb384232a183463d7d7604842d3,1,credit_card,2,85.14
4c907885e2378d72e669a15367eddd7e,1,credit_card,1,56.78
35df0cf1d7650c5c0ad88837c4dfde89,1,boleto,1,123.34
ffde92ba447b33a47d1c04d203f10f41,1,credit_card,10,304.70
7529dd1778a9d75bcd367a8ddc1e9d14,1,credit_card,2,77.57
4139faf4f621fe4b49e3e0d71bce665c,1,credit_card,5,93.92
d858d63e625f2b1e5273f8e9312802a4,1,credit_card,3,136.29
25e4af6ebff2dfb6213c8cc7e36ecbed,2,voucher,1,25.63
537be38441cb6b55c59979427abe99ef,1,boleto,1,96.59
9f34e578816993ab6665797c08919c90,1,credit_card,3,118.09
996936689b68af80b51ef3c429a4f386,1,boleto,1,36.95
4379c802ba499c2c871ee501a835c33c,1,boleto,1,54.00
06eda05597492635e3b91e00aa434332,1,boleto,1,216.14
638407085366c5781b3cf8140fce7423,1,boleto,1,234.20
68442190a6c60659698fde46bcaf0e9e,1,credit_card,1,77.57
a139ecd5f1989a8f5d829cc03aa1a046,1,credit_card,8,82.97
d28f2bc60aaf4da8d97ff1319fdffab4,1,credit_card,1,82.33
924d24dd7c6de024d96e25d4812d65bd,1,credit_card,1,89.39
fa8b91d8aacb92e77cd50059ac39c474,1,credit_card,10,140.49
0c9c4433b5b33bcc077a814c9dd7dc3b,1,credit_card,4,142.45
fb6d9f2b63d335de19b9df4b1c4a6f51,1,credit_card,4,123.69
072d14a6096a0b4e29e3e2d6f11f58fa,1,credit_card,3,37.45
d7af03d172cfda274c7a7083bbaca11a,1,voucher,1,174.35
9711d75c7f14daa7b898759d42b9af64,1,boleto,1,86.24
031494323fa558eee8dd1bd06fc34713,1,credit_card,1,28.75
eb45ce36240dbf895bef98be0d1a85d3,1,boleto,1,53.30
1053f48dab84166419bcecff0003c7b9,1,credit_card,2,69.28
9ba2e8784e3e43f617fd0faa356d309d,1,boleto,1,33.72
93ddc164704b957c3c891cc9d2c20b21,1,boleto,1,137.85
67f2c83aa137c06c89e1dc2a057d0140,1,credit_card,1,160.24
e5d931ebd7214cd492fff71fb6a2aeff,1,boleto,1,222.70
0c73b283fdefcef04be55400a4f6ccd1,1,boleto,1,62.25
572060f1be47253575daf3b88019195d,1,credit_card,2,24.17
77af7c6e42549e58f42977d5be538d0d,1,boleto,1,128.55
fbe1661023a94e53d4ec2c938e38c8f2,1,credit_card,2,28.50
39b1f85275dd200066b0ec1a4b5e09c3,1,boleto,1,55.06
330a5c6006c3128d1a4345251ccd3ddf,1,credit_card,3,214.28
e9dc230425f2e6480a1ff929cd2582d5,2,voucher,1,197.24
be049b6fa688493e1676db5fafc0bbb3,1,credit_card,1,66.26
03053b1cb20006c7f8160754d56f4f6f,1,credit_card,1,54.01
6f838eed4f03f8be45723049df0a91a3,1,boleto,1,141.48
62529dde2b3d81415417822b4bc91581,1,credit_card,5,51.04
109ff01cec6b68a8e70ed431552b9be0,1,credit_card,4,263.24
4d5e865e4b64c8b33f8a81fd14731344,1,credit_card,1,62.25
658028ee7633b50e656cea96a31274b1,1,credit_card,5,135.84
ee9ca989fc93ba09a6eddc250ce01742,3,voucher,1,12.49
f1beb4a73d643e796b824e6f680528f9,1,credit_card,8,452.98
9b2d3a2e24dbac479d430298eb8905a6,1,credit_card,8,238.82
5d2d954e72e7ec31baa0a784aa82a1d6,1,boleto,1,77.08
707b1eade17fb8a0c67c686946879f54,1,boleto,1,63.13
795b0bc608229d7cb45e79030bfa7d4b,1,credit_card,5,154.74
17e73283864f2c7bbdb6856a2b7bc13e,1,credit_card,5,196.11
86f9158c646801ca3b16b26373ba78da,1,credit_card,4,92.32
ea5a4621227b0158f41da12e948e6267,1,credit_card,1,19.33
27ad3cde457631774a337c7d7bad4285,1,credit_card,1,58.16
a78b0514381a2ddd033d250ffcdacc13,1,credit_card,9,130.84
4183a895b0b1ecb44aacb723661eec8d,1,boleto,1,90.89
b59976950624cdf5b8be6b9fddcb2460,1,credit_card,1,53.61
97bfa91db4bea5977d7f4d5802d186b1,1,credit_card,10,317.15
e9f01d29281098ee776a7954eae03dda,1,credit_card,3,102.74
64fe1a032e48385440b54e5892d778be,1,credit_card,1,34.13
b744841b6a754e51042b8abcab208ffe,1,credit_card,3,133.26
72be45eab146087612b9ee932e825574,1,credit_card,6,128.55
0dcfff35f1d2e0fb46301c92143663f9,1,credit_card,8,84.75
244e91c4c416908e17829094e3eb7aa6,1,boleto,1,42.46
da8eefd7ee5ebac9e6163fec64141557,1,credit_card,4,49.10
469ebbc645e0d5bdfc7e2dc9c5a25f75,1,boleto,1,285.45
701ddcb0eab1d32958b3638a5e8c4e97,5,voucher,1,7.17
aaf067f5adccd2b8fdf1a9f651a9148a,1,credit_card,4,240.53
ee7f4e0a5223e51719a98941129bbc24,1,credit_card,1,35.51
f2e62e5ce667ba626a17ef195d775796,1,credit_card,3,38.13
70c06583df3a26d0a632b3205baee66a,1,boleto,1,180.51
