customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
a487a105dc1bd823498c831bc39e3d8f,37ffcea49284cc659d475ed1ae0de11f,23068,rio de janeiro,RJ
f1b39a3f57ab0e618b294bd1a9698ff6,088d39d3b4e2242bcc593956f4578957,19041,presidente prudente,SP
b0bf96141ea3ab6bf35713f1c06c6a22,b41a0f7907bd4e60116e97f5a40701a6,41345,salvador,BA
459edfef30398de90952c216dae7e3cf,eff4bfe61fd7528ff872ea9e2f430b94,22610,rio de janeiro,RJ
a75f323cd574822489845798a046a6ce,19f79a2e7708ffa5d3cc9ca72b416533,11065,santos,SP
d9fbc5310983b8d38e97846ce8dc46a5,3e2c9af03b09916e5237cbccf60babc4,18670,areiopolis,SP
746df46c283df87d8ffc0ac45309b6cf,42f222e3df147ae8e80fe87add2d9c6c,13150,cosmopolis,SP
953017cf1d2407656c709e62f0de7d8a,16b67aca6a1ccfa30cb2bd5faafebf66,22230,rio de janeiro,RJ
320820724a43fe701ae97500b3760a81,ec47d45e77a677962e787aeb85e648b5,60844,fortaleza,CE
9691726baec5a32ce2780c8a4f40e0ad,1633464fec5a0704d0d5a6de2cbf8d17,88400,ituporanga,SC
64cb0117a687a23b3d4a4982c7dedad3,e7a252c629a472f5bba6489cb1779c2f,66045,belem,PA
56613e79bf08946fd9e57594aaa83951,fac2e123c769027fc8bf325fbf41eb04,89135,apiuna,SC
ff02f44d3f50bba74d4e8679fb6f8a13,bc51b5104f06419ccb7b4dd78db40909,09820,sao bernardo do campo,SP
5f5147e3ab165c9bd8caa7c7beb0231c,b10016d13ffb39d79375b4646abb2aa8,17519,marilia,SP
29a1b419d1654af3dbf4618bc7609c2a,573a90fadf3627d854406c9b6f25501f,92500,guaiba,RS
44f7cdbdaa2f209f0bbedbc33f49d1d3,0437cfec74524dfc1fc5a78c8d085a9d,07193,guarulhos,SP
3298a35f24f353765e2570b3648550f4,d7f374aa64da050d8e7bb9332128a1e8,69930,xapuri,AC
15bf77d08db3e89f1ef88b843a5da8be,65b6d4a4dec23e603d1c31d3ff027d0f,13820,jaguariuna,SP
607bf1e28bda8abb586b37e68ba5dc7b,d6612e3f1f61a49833a2a0e600a110cc,03277,sao paulo,SP
6c2f01dd689a62bd11bad852d758ae0b,9992211e42adf7b7ecbd27a4509c0243,12425,pindamonhangaba,SP
9a46b6d481ab33d2f3f90472f526f210,23caccaf9e1b269680d808b1c45c2654,06020,osasco,SP
1ab9a596215dd981d4af34b1f89eadca,b19097869ce8fc97a3555a8748e74c26,84268,telemaco borba,PR
7c914fa77c2a8f1179c445cf9f539d0f,ac6ea4396bbae820ad9faa61f1247a9b,09130,santo andre,SP
8cad5ea5d951df9c2745a79c027b239b,5b881f1b0bea55f5933b61c9a99c9ecc,99470,nao-me-toque,RS
81bf8b2387b9d3716a34a33be63c45ea,6da1f239b54ae1312f44837503ff6d1a,11085,santos,SP
531848f78249503b665b3dfa71732bed,a91fd4761ed507625be2c9c2e1835069,02010,sao paulo,SP
b37ad61561a4c8c53e4105a3ae90fa34,f9bcaecbe43a5f89702b40314436b0e5,58038,joao pessoa,PB
80fe00c958babb51185da03abe8adc1e,52c68003c255391fe1409b1fb084fe54,49160,nossa senhora do socorro,SE
c09962ce82ae80e545818b93530aab09,47b38e3ca4ce43247fdfc425e3dae292,07190,guarulhos,SP
31d05071d825012bb7bc43970263e98f,b903cf485dbbbca3620a415d018565f6,13478,americana,SP
c61712069fee480dc1e288d0b9019dbb,44394af0fdf8805feb5a03e86274efd5,88960,sombrio,SC
e57a1ac4317d4acd397f88cdb8b086aa,f981f711c80dcdb9d13a23a2391aa088,76410,campinorte,GO
df2660497087c34c3d0125f7c252a62c,23514d2198beeaa0c6cae93f7bcece4f,37460,passa quatro,MG
5abbebd3409e7e53552e7611993dd9c0,b6543b5cb284227bd002adf42c839260,29107,vila velha,ES
f66bc8a80bca632c4321956543632964,67beb1ee92a4cdb0ad7721a6ad8d5fcd,03947,sao paulo,SP
065d53860347d845788e041c0dae53e7,2010e127a34623e7e0b0728f43264e89,78043,cuiaba,MT
13f6a00a74008c004462cf5c90e11f03,d7574918c0807e7a06b00a5b98cbc717,13973,itapira,SP
604c21ef70f5df8a002db0fd1cb1ab6b,1fab45044607781492b36762739233af,01317,sao paulo,SP
e3ba5dc186f78dc33ea7d927d8005119,0e1aa2e5d9087f8f34d2e6913d6891dd,04561,sao paulo,SP
0cbc00da55924e1b714a2884440e8026,fe8d4a61937a1fae6bf734851f6b4c32,38610,unai,MG
13a4684a5a46fcbafb42d8e30af15219,cdf80822e68184b438a469f3dc2121a4,12081,taubate,SP
86911781ab615c91b809029803289020,21d79f33f0f89549bfa6ca9cb4e9a200,06852,itapecerica da serra,SP
56dfafb543cfa4c2edcc08b9b2c5f0c6,e4bd579c28cb9ce017feb990171bc957,04113,sao paulo,SP
041c262f0425215f79dbd9ff70e9347f,1162fa9e5416325aa71b3537ebf2da3d,18200,itapetininga,SP
7508e91cedf03110acea338833c0e133,d719851a08feea85fce47b922333ba0d,30535,belo horizonte,MG
264cff0b093508acd289c3f780b1d66b,3b0dbe4a609266add687a14510b8e74d,29193,aracruz,ES
531eafaf2305e3496674cded18b84cf0,42d375c653e53f11d9555ece299a0ac8,22250,rio de janeiro,RJ
be52d3846e7c0522f6cf8e4374905d10,7c61df63da03abb1153e68b3bf758f0e,05661,sao paulo,SP
5462583276f0a69a8769f0ba888fba97,367caed85b49c3951c0a64fccf65395d,36400,conselheiro lafaiete,MG
e9e093a7e4b653393bf9baa6ba895fe6,a593f38eeb94e24a57e74f756b88a426,29090,vitoria,ES
380dc573dc0a5307da8e92e6f1edd891,565b893de0c415f080aa45f57325454d,27211,volta redonda,RJ
f90c0b67909aef5401de1537c2ccac12,a83e6fd03af88166652ef55ec13cbe85,48330,rio real,BA
81774f458697acd21ab7e2ecc86720a9,56e80e4b4a777631c5399e3fd0d6ee85,21321,rio de janeiro,RJ
0813bcd454657bb8511c54f0c95ca36a,4b92d79a2c7ff2692db35ae984ceff1f,07500,santa isabel,SP
ed52ab328378a443237a02204d369a87,07625e5c7bcace9cf2684fe99719ec77,13084,campinas,SP
640e13440de2036276d0a4b915a08710,4fac04a63b4eccc77d5b89efedddc4a2,96010,pelotas,RS
2110656d0356c5d1d3c7f1c7bce0e319,1545f2408959aa8478cb267d8429e642,41830,salvador,BA
339e21440501b64f3b1efa0904eb54fa,7d0b1773dc928e29e86a230ca9557d08,06093,osasco,SP
64e3c3576b1c76841c56d4fec94c5264,289410555e77b17958f6c008359eb524,30150,belo horizonte,MG
2f6920cb4ff5b75f35052670c3ef6760,345803bf110fab68d6606a97a2a519c6,29175,serra,ES
c3ed98d5b448548f7d7cbd4571641183,ef485db541e9430d3020a6177649a465,36570,vicosa,MG
87f3a79f04a2f950a55ce228642e0377,d2d0c9c4469cce296ba4be9db4e4055d,68180,itaituba,PA
dc7cdb748679fb6f280f66d7582c5e59,eeb1b66fee35b3f1e3dfc27ff80fc0a2,04024,sao paulo,SP
e6d5abbb55cac8e7366b9ac8e3ed09e3,b5e603dc4464947709b991f22fea8849,04243,sao paulo,SP
5f05de07772c3e69f3a019b70a0c97e9,b73f9b2eb9963a26663976fff2cece8e,88840,urussanga,SC
50fc555de6aad7ded46154a31fa91d89,6d272b0161e3cf04dced1f3e34c77348,74370,goiania,GO
033be315f82e41697260be39939d3662,acfca8c3549ceceba9e125afc0349610,81530,curitiba,PR
5891a669860ff528415efe6678c95f53,f7d86e04c9c498efc7b73a6a1bd44629,02256,sao paulo,SP
77678cf0733734587184d89b548c3517,4c0a0414fa9d6d8b696368dacdb50a5b,11432,guaruja,SP
48af95a46c13d4d160cecc586b460fe1,df79caee0df36969ca30ac1668596a80,42850,dias d'avila,BA
8d10ccfe7c979ef982e4964bbff62637,8d43f7b8f33f60fb6ae5ec21072135b5,82970,curitiba,PR
2de94399dc30a8820e583410b32a9552,d13888c9f9abaf080922c873924b46b4,99010,passo fundo,RS
6b3b47e89d4f0d5784fa3225a598f331,a033a443d4d40bc67fa846d8cf5a5f73,90570,porto alegre,RS
b46f11e377a570f09af36515191b1c1e,6d417685c0ddaca4f3926f98d0601768,09170,santo andre,SP
8dcd97f29f39cd61f731b3272b169ba9,8dc9e0c901556a0fd2fddacf8bf22897,89150,presidente getulio,SC
4596b32d78313ebf60d4b14a6a95ff87,c985b79a82c9ab8bae718d8b721eb6a5,18120,mairinque,SP
021633f35ba9c0e00fce2f9a31281c71,8ec18e34153ffe06d30dc77f0f5e06fb,21810,rio de janeiro,RJ
c54724802874343ade44ba9e89f5d6d6,ecb12d670b10e511edd56ecda04c7314,07700,caieiras,SP
d8cd2bbaa62274c5cd6a6c9900e82957,4820f42c8203dcad5d2c17cf363048b0,01315,sao paulo,SP
dbfcf7c2a286c626b8ab695e310045d0,9b393421f23d98c486ea4f9de6427fd2,85863,foz do iguacu,PR
80b980f78e474fd033f298daeb5663f2,8bc15aa0b64b65bffbca7673950ee72b,28633,nova friburgo,RJ
7582fcfebd9e610e9a7d765a1599679e,b6f549a75631cc92442bb2ad696d8d9d,03288,sao paulo,SP
f1f51e74435d2a80493b83c3d90598ac,89d6eadf848c5a7a841cac7886cba3f3,74650,goiania,GO
6f87e0dbbc2f842ebfe72a589cef6e9e,666181047fa23359ca19d03abc679e18,08599,itaquaquecetuba,SP
942be1042b4ac4e4ef3780b25188fe99,4b5f998cce2788f75444c20bd6a3d065,75200,pires do rio,GO
a351443c0558c6661ad5bf0ced4e848d,5b0be88ba5c3b82ce49eee8705c2b188,02245,sao paulo,SP
b6d6fadbee4df0e3c0aab81a046124a6,69b09832dc41358029209b44f47854ff,58286,pitanga de estrada,PB
e4412072d401a4c3bc29c976497e0186,6cf5a61d865d979d060812cdb48ce484,86049,londrina,PR
140840d08a638fb3c2427dd91d929fe2,1de85d557ce67dac394c9cfa0d203509,13348,indaiatuba,SP
d9920d85853e1d9d0b661b1f71bc7ac3,f9d2057b5d0bf24a8dd0215aea188ab0,85909,toledo,PR
65be8a984e4ddd88a63a984b4430de9b,857677a047f092d4a41a9b80dcc627f1,25045,duque de caxias,RJ
15fbd33f76e4ccb6d4a8cf129f863e76,d11a1a2267a704b739a4273bd6260df3,09121,santo andre,SP
92af427e290117f39d9ff908566072e0,e61f0f032bc92cadf0ec55f9c1c8b5ec,13848,mogi-guacu,SP
e02b0a31345a94677bcc33aa9bc0909a,a00d5d4dd6ab21a6574716d73ed42e2d,89580,fraiburgo,SC
a15995cdfba8c4758aeec7fc37f1df17,602e339dbd10f74605b5da37c4c9d5ca,45928,posto da mata,BA
957eb9ed2b71b5439f68a865a736de0d,a78e22cba17a2973cf70d283b4119b5a,88904,ararangua,SC
cffb78db58e0c8f599ae18ae859f9a31,662b811d5be0ba95c55e6c89bfeb9cf1,04676,sao paulo,SP
44e09b2bffa224531befe9482a608f58,5ff735d120cf4ec4adefd9766f703bf5,28960,iguaba grande,RJ
e7f296f08aa3d473884610e0b275c9a0,0532d96f4f22a1fd1fb643c84f834fc0,95780,montenegro,RS
9d797a1a7d8ddb192708608d25197161,53f34954c078f5034197993c0e109b95,57303,arapiraca,AL
5673c1a8ea753d43497e49fb1be74b2d,2d6b7f961407874c0cfc9ac967cacd96,07180,guarulhos,SP
b837fbe55a9289fedd7301de6731f643,4fd108f5f7abef94264971be7542bcf6,31741,belo horizonte,MG
bd3791922950cba5ed71594c5634c030,8e6ab5e2e1df45abe35e2f0eb16ce764,07052,guarulhos,SP
58408b38aaa39dae7ed36422ae1662bf,dfe74e9cfd52b24a87b2803f3c00b4e1,41260,salvador,BA
8f7c043d717386cdc50669c78a43f85a,dddcc50cec9aabfe44b26c136236db0a,08090,sao paulo,SP
813196414bd13deb67a676510c2cee36,2c9f611db729dddec5042603cf603074,04912,sao paulo,SP
9d419198e08fe789f309e3a8e58fef7d,cfc5a054f35df6ce92631773f31ad179,65031,sao luis,MA
bdb76be5d5a9873dfb4f392ccf7aa962,8b711b2d774983d4649618d8c84656b7,59030,natal,RN
36cc031ab99b639ada133b4cb346f826,c6df3869c263531ebd51f0454a353605,96020,pelotas,RS
13eecc109755d75fffcf60091efa0661,2e240821e6a4ec76c51e350c00aa3d1a,35162,ipatinga,MG
acebd967d532546739f68217c058b29b,d0af5dec42f3bf160195f5bcb704fd01,11090,santos,SP
c8728a6ecadbec957fde55e78ca8d03d,7a719658eed0828e426754ed3aa9eb2d,19200,pirapozinho,SP
25b659cdb72b96f7848aba71af036fe6,7358165408fc76ed51e69ade142ab155,60125,fortaleza,CE
e1e157f3dbfc5df809751ed8f7fbfd5a,9b8180cd4fe75a8acd576d0408ff8bf4,06720,cotia,SP
1777f8820f1331cc996abb92c3fa03d0,c3d7eec78d52a03d9524c49064b55a33,15820,pirangi,SP
39daea6250bbdfeccb17472c1592ff9d,15072151aa98cf4ee2cccddf6b87f080,25850,paraiba do sul,RJ
2afda983fb05aca314929a1352960eaf,e565b42507b50ecf88a9c6c1272940c4,01516,sao paulo,SP
79c79e48306a6e400f3095ef216acf8c,628b9d1771f6b4fcc22daf2559baa7b5,12443,pindamonhangaba,SP
d9ca2fa81c552b948ce9fc0bf552d307,c312a92c61e1adbb8ed940c671d9256f,75940,edeia,GO
0b66eb99b1af5a704c8bb97390d2ea76,fb76fb542caab10b86ecf698a3c49cfd,80610,curitiba,PR
bb9dfced8ffe5e06c524a73848938b5e,ee98d4b3a205e378836fb15f564ae13c,87580,alto piquiri,PR
48c594f3ccd405bda0218861a37eefc0,fad83ca4540898f0d76d9bffa0e2c047,13091,campinas,SP
f4e93290ffb2b56c8820d4fcc4cfd00b,9454d2cbe5e471d051a3e90f7342e637,02935,sao paulo,SP
0519861eea334b9c63211d1a02c1a484,ed92f716afaed80ff2cb54705754c912,21071,rio de janeiro,RJ
4acd2f01ec378db9eca84598a4f4ab0c,b3d860b82d81105b87ac6614e00edc7d,14050,ribeirao preto,SP
9f26cf541e3e5cc2e1dafa5555cc78ba,4ce0576b07cb50460ec8226b4efae247,22031,rio de janeiro,RJ
c6d27a74743430e10b396edcb26d7e38,722a0971b48c4517b65ad01a1252e96c,72115,brasilia,DF
bf1642bd31cb9d9bf2c1902832a53bd2,b82d000dd5f724fa97d8f5c89c1aedf6,03679,sao paulo,SP
c3764161b7278ea2efdea0137dd37abc,217b6c21aca891bb3e5577f2d928a02f,03129,sao paulo,SP
35c4894c0ac3f346ebe6bb4eafe572b7,85518e1fb0911ff3caee0ae2b93e8c89,11443,guaruja,SP
15ece46f6d57c5e2a87774451f9f73f8,94774e4cc3e0d1e721e1487eb544f61a,29166,serra,ES
96d6b58803716cf4a2d006f34c6eb590,63e00255a2ecd18585be8142b920727a,08210,sao paulo,SP
5a2e937ebdd78eaa8cac5dc67b8b3a42,3c804874d3b953065aa6ce41afece80e,60761,fortaleza,CE
678c7714cdd189c7aca5cd7e6c70fb94,ab08b7f9d42ac261c3f6b7c201bb3c99,04306,sao paulo,SP
7da01fba9e505fb5caf8b5bf296eb37c,85bf772aa9ac8ddf667a3d7218f17a23,13240,jarinu,SP
f65235e8410545c21b41ecc9194cee27,f3e7030f8a429669d0204c88b313f763,06150,osasco,SP
e3974693d9b53a66adef4344fd921dd1,487ddca2a6d9494a4f91494832d4fcb7,09240,santo andre,SP
c0e6a15a6ebe6629df053fd185f729d4,b372034ccedb71dcfea0ab8ef114f35f,09655,sao bernardo do campo,SP
3e15efae32c4b38d85ae97b8bbd101af,883b752c6555b7fcc2760c45f2aa8b6d,29113,vila velha,ES
d0d33cd9e51cbf33e9f855370e6805fe,9bf032ef1c7d2b93eed4916983d7eb71,13820,jaguariuna,SP
dad721ade2b490dbcc54e62212129467,401da002e87b8f5700cb44af044ca0bc,76804,porto velho,RO
da97d12c6f90c983ae3d35f42d1bf2ce,3125d26ceb79dae09c47a8459bf87474,11703,praia grande,SP
762714720007f6df80b89a121d5101e0,7695482601acadd569547509094a915f,48967,nucleo residencial pilar,BA
aeb07999154eeee6ed241aa2b3137c99,4f7e36fff7d93d09425516882b3ac774,11443,guaruja,SP
2dfc298c9c63e33b5dd41f0d7fc8cb44,4dbda35a9a203dd0b148a5b4cea29129,06416,barueri,SP
b079e41d8e7a4fcb68b16b1334e1f878,071fa47fec45a93dd9f185e89e330484,14802,araraquara,SP
da4c7ec81a98e76b5064c3971a1bfdb9,9b91a58b62d8b7b6c98e20dd91c086a7,13178,sumare,SP
dcb15692eb3de5de08f5c4f51e1ca6bb,e7a8ffe068441eeb724a204cd4b3b3ea,18800,piraju,SP
966be50d83ff1fea6ae8877708b48caf,2409aee088a36b4a0173463e85d37941,18307,capao bonito,SP
4bd68cbab903de02b182d59b5ddedcff,97105788859fa6c28dc251030970e14a,20090,rio de janeiro,RJ
2c6882de19e82ab91b7cd3dd2c49873e,0109643e8c9bc5d8d7791439f3fa4259,41315,salvador,BA
aa19299c3284aa496d206a5460bde6e5,27690888a79eb5f2a5b8d0cd1ae0e596,18170,piedade,SP
f795c720615c514b5a76aba21942dfce,91b84cfa375abace0f176e51d9ae8d40,88815,criciuma,SC
053bccd4465d25600d95df22e1eaa46d,bdbfc5769626d260e788990d3c36f114,08081,sao paulo,SP
a11b36966cf39cc44a686c7c6a085375,eba231172aaf34a3cd4094bd11dcad08,85803,cascavel,PR
b3e20bc2f01a785db7cf2ca23a0929fd,9882ddc80cf0ed9be3b9a7dada8e86f0,32423,ibirite,MG
5d46c6f789e97a55abccf09df0f3c597,dc0e76b29aa87a9ab0c8b835954b9078,22230,rio de janeiro,RJ
f3db44b13ff035a25a500e7081e200d1,f852ebc052dcdc5641db11c9ca5e3ac6,39390,bocaiuva,MG
54a061e849f9c537b53eedcdac2d407e,72ba05263486b6f3bdc32092f2f43d97,24342,niteroi,RJ
85191fae8e27da08a50395638532e838,5266b70050919a41e3e263746facd2a2,08460,sao paulo,SP
c0c28584291e1c711bb2028a4c85b7d7,beebc1be0ed751dd085655f8864fae65,14020,ribeirao preto,SP
eec09eca4fd01d649cdc17286fb5099b,b75a691fc54375af8f7476d2008a5201,36930,simonesia,MG
91567d33ff85c9c6b6b6d244870bcb01,96f0bd7c0b8f3a45218e8cfda077aa46,04136,sao paulo,SP
5e47108744501cc098879b44a9252a03,4c59cf3b8144893e300fd7c3526ec377,13232,campo limpo paulista,SP
d122afa2eb34aa5560b4d786381110ee,1dd9296d401744dad9284d37b82d6247,23073,rio de janeiro,RJ
82f7ade78fed2e75bbdbbb5c9bfb5be2,d41c136aac45f5b7aa28714fd05b0813,93890,nova hartz,RS
b78fe4e3522d5ce3859f83ed1746eaf5,a718dd97c36f2c03487f88e6cb13ea53,95059,caxias do sul,RS
d08075d02a6c66fbf4b1117c31862443,fa90078d56f7b9878deb29d9ed8c8b27,74460,goiania,GO
85e150f36bbcdbcee982caee4b0238c9,95c7c379bb2224cdb12012298b192923,74450,goiania,GO
e40ecd3ecabf7e589cb4974ff0d36979,2bab6bd5b16791a80f2bbf34af56a2e8,31515,belo horizonte,MG
643ae37af3bdfee8f50a9dbba9d2d70a,04d43094c2fbb612be21d8ebde9a7907,77006,palmas,TO
7eb5037ceb9433e68a7ce301b64f1f5e,a3bf0f43c0ea85d44f5e124640942db6,76380,goianesia,GO
56193005c66b353063ef884af203336e,782191ca0d8839c892e01e1623297908,24315,niteroi,RJ
7cdb10c80796456cb0750c312ef21844,0ec7b76cae390a31a86ce54413f284db,49020,aracaju,SE
64a7f1076e9d17d6f5208d3ce76a7eb8,3b866d8dc4c1f4a90a96c57ef538e271,04918,sao paulo,SP
f19622365d4c40c686c8ca3bec559e48,bc7fad0e4189527e86792ba981941140,21330,rio de janeiro,RJ
fdbc7516376d14a129da25bdfc80b3a5,9c9150053c344f992694c053e0f892ee,71810,brasilia,DF
3f19da611727884c02f38af96ac4c622,d408609e128b1b3b45068861ea6ea937,13481,limeira,SP
ebc886e9e3226e7da3ccb10bba7c5c4e,49ec3b730bc59d1053305e7d20c5828e,30220,belo horizonte,MG
cca89c1caa9494d6a314e6ac71d1b159,f73d2c886388115bc41ee9cf86e651d1,13920,pedreira,SP
56d4e564c90c03ec7bdc5958321f3874,62531ad6dda5572eb4d184fc19325d4d,02021,sao paulo,SP
cc39c95f4a46addd1f64da1ea88f95fb,fa6fa94a6c6ff5a21b9364e66a3b3266,05584,sao paulo,SP
3404fbd3964c5abd6fe76ae239b0bd29,5373d3bd71b05d85cc1b76a125943527,89760,ita,SC
8e56b369b27a5321224f09113c0ef99c,9626fb4f4a15d890b9cbecd5357dfd74,71680,brasilia,DF
45d0f33f9a4e1688ceefd7a8fc7d54d9,e124b9e1d9b7e2da7851792e2cfd7e90,15910,monte alto,SP
4e4ab12631767d0b1b3e6d3e8830326b,2833606277939d24ef033ba7a4051906,51030,recife,PE
3f4b4c9983562e52391fcf43be759d3a,5835494e5add24ed02f3e2339be0d60e,13484,limeira,SP
1837c6c28707afbd624c47502b6cd99b,71168dfb69f1d949ca08ba4f5474597e,83508,almirante tamandare,PR
dc2675504e71fdab6b084e961865ea9b,503280ca1284835c30e375d33f252107,71015,brasilia,DF
704fb26a9d85d9ad8fd8b167eee000fd,aff615cb1dd35d6595b30bf00097e2eb,19400,presidente venceslau,SP
99194ab42c89146967b2403939935312,67a0ed029e6d46ca403fb2896297397a,19024,presidente prudente,SP
a1a93deddcf69a6a55df0275e2be062e,cfa0f7234243fb3dc77d1392c7b28579,03413,sao paulo,SP
74bee0619fc86a63d3b020f457efb338,8bf46923c2aac6f76fca2c7e19432778,04634,sao paulo,SP
9bbf7c5d49d559d76ebd1d3a5ad8b5ed,d320e5d03bad7c1a6ef7f90499c98e66,05752,sao paulo,SP
2ad4d7bf0d9891d02025ef4c28bc0cfd,df2dffd8fcad76ada93db0d7bd22c212,12940,atibaia,SP
eba5d9240fe1c10851a9653595f90674,4a055e75b893bfa3d72f550bc325cf76,27175,pirai,RJ
5c6dceb0afab23a9d5db737499265462,f5f0a44fa78dfe218749a60aef972d1c,11680,ubatuba,SP
0b50844de62819a161d73310474dcef9,537fe5315288be6b20dc092311029070,37270,campo belo,MG
bf95f6cb7e9395f311cf318041fd0bd2,418c833512ed171dff6ef9a7f5e30f3a,05595,sao paulo,SP
874ec9d1ec3f15deb44f83b20b55aa71,dfbfbe79debfab1266fc7ae4abfd98ae,08525,ferraz de vasconcelos,SP
3f699c9cf773be1c838c6011ac5ec571,c1d4212048a7a0a863a46e37ada2b32f,78579,itanhanga,MT
574991f8027e5776efdeab8cf4c67c92,ff39923a9c95c65545aacade99b7732d,13770,caconde,SP
cd846b862c51bbaf9ef41facd522906a,70dcaa39a6563099de9b9eec667c4f75,03589,sao paulo,SP
58b3208913cae35dadfac41929721901,c4d9ec8c227594222eedd980cb28a6f4,28380,natividade,RJ
07f96b6867d9a170014744b286362436,0fb8f35586a814c879899f53c98b442a,22451,rio de janeiro,RJ
edc1c832f561d0817c454538fb98e89d,0464159afca7dc384819dc5f0b3570e6,24120,niteroi,RJ
b72f4ad269dc62bd9bb35ceacf22103e,230b4f507363554472ce5dc51568c948,13212,jundiai,SP
1c60caa82a933780279e85c4b7846bc0,7505dc7276ce28ad936c63599917ea4d,39625,itaobim,MG
528fef52545ccd3a24969948244873f2,3a51663803fd832d4dc71eda8143d88a,29480,muqui,ES
8c215a516a5d40f140276e5ae77e02ff,7e0dac37008b4fb0accd202502fc3b8f,11790,pedro de toledo,SP
39c4a14e8828e782b82be2823738ecb3,299d3cdc601bb36ff810e557bea00b90,07241,guarulhos,SP
5242064c3dba5715dffe970d03bc7f70,c91d1ea64ca62057a632d10146e1901d,23080,rio de janeiro,RJ
fe2f0691a0934f97140ea0b83b7178b1,b92221f3dccba2fdb8873d2a83ef582f,24360,niteroi,RJ
bace683427e40bae08e7af13660e1436,e9737523e569c19a06d8afe7f030ccc9,22790,rio de janeiro,RJ
4255814e8b080bbf487d6e0f837092e4,02682c9a04df6a3e140e2e7eb78fa693,63700,crateus,CE
51bb4e7ac0c888104aecba5a46ec01b1,7c3db55121184d445bec70d421c62135,83075,sao jose dos pinhais,PR
9a9059f7c8537c6ffb5610f5202ccfb7,189a05aa2dde9d531cb955584df08c1f,04421,sao paulo,SP
31dfa81667218110f94f93dbd22273dc,a68fe6e56f82c6c8a3dfaff569685f6f,83203,paranagua,PR
5fc34cc05aae2598fc6100012d44056c,f962acaaf9b23a9b3948e34431f842c1,30320,belo horizonte,MG
616466bd090f63f7898fc58b61970ee1,82a51ec91130ecf68613638196ebe904,05545,sao paulo,SP
beefbb3f515fb4ae5c3b4822f9e880ea,3517852bd010ead9a40e95130ba29835,11070,santos,SP
b0a556928aa7ebcea400790bfc3565b6,87a50a42cb02eb14e66bbe671af9c279,05025,sao paulo,SP
e7d9c6487ba15bee967f0f1305c75c8b,47cc91f82fea1258782b1ebb791e1024,45203,jequie,BA
04fe7d4311ae1d93d159f77fd513a91f,fcf07074dc089a40acd7c7d5e7e8cf6c,05888,sao paulo,SP
2cccb8ea24cb1aaeb3aaa7710517705b,df7544650aa445b6aab7b6f1e05d89f0,93700,campo bom,RS
1099d033c74a027a78c1d26e1de9c8ad,95cc7f48ae7cfa0afebd560092cdc92e,12237,sao jose dos campos,SP
1f67b347641be0ada243c88ea88cda6a,82f899571674ff6479053e8e24b17e5f,12307,jacarei,SP
c7f4608accff4425b32a4586032cd58b,e7b135b2f9ae921f40a96f2aa0293cd3,93530,novo hamburgo,RS
54bbff656de1454e0926dfe57185ab92,e43791904cdd435a8b255093becdada0,05613,sao paulo,SP
f7eab7d0e27f9ebe87e9db3c3c01eee3,c4c643340c5d988d370b984a13ebea16,72120,brasilia,DF
3c5be3902e3ee65ac45caf629dba3d41,168de8fed35ccd79fade5fbb39a1ab1e,49026,aracaju,SE
8f1ef83e4c4114368bfa4e4cd446ad51,970942ba437aa919201fe7c050e9bf71,05789,sao paulo,SP
