review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
0cbf25a6f560a835e79fb8d24a5926c9,8538cceabb941edabecc8ac62f6813c9,5,,,2018-06-07 00:00:00,2018-06-07 20:49:28
380884f53f113319198a99516da2ada4,109294a0d68947b6b49c0a59a8f951cd,4,recomendo,"otimo
",2018-06-17 00:00:00,2018-06-19 19:48:57
73a58bd10f2667a04ee95df0071d5988,a5ace85930526f2e2c1f06c2d3383e90,1,,Ainda não recebi,2018-01-06 00:00:00,2018-01-06 12:19:24
30aadf8886ca1e6aea4a06c0609a62c8,ec0fa4ef7da067eb3a57abd8fc504352,4,,Loja Nota 10,2017-02-17 00:00:00,2017-02-20 10:20:25
edd86e0af4dc62b340c60d846643cbf9,9537e35e835d4ae6b7b219b8b2e36817,5,PRODUTO OK,"prazo foi estendido,porém entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fácil e linda",2018-08-28 00:00:00,2018-08-30 12:38:27
4276cb3d2b2519d9e1d714a9905c58e4,4879204a6b45d7ba10b3d703ba460778,5,,,2018-06-13 00:00:00,2018-06-13 22:16:22
c773e43d2abb5692d3184d1446750b7e,74c7a458cadc2f76c4ec8354d32d0d9d,5,,,2017-11-15 00:00:00,2017-11-16 16:52:56
d866da31ddcd55611d096d852843b2f7,b92777d39afa7f58503ecfdfaf255972,4,,,2018-03-29 00:00:00,2018-03-30 11:58:33
8c8ec6ed4210b3d764d3dd3bbe9e87d9,13ab379ac762d840b29042681a1a6156,3,,Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada ,2018-08-15 00:00:00,2018-08-15 21:26:52
de295095fe4d28a2c536c5761728321d,9b1d0dd42862c68280468732a4399034,5,,,2018-08-17 00:00:00,2018-08-22 18:33:02
07405437bacbc37e029fe5f5e10cb4c3,724c7b9d5d226631f82c0c09a9f51685,5,Otima,Excelente,2018-07-06 00:00:00,2018-07-07 22:24:12
2eb4048dad368d3403dcf6b007d0cdec,ffef98cd5ecdc992fefbd967549520dd,4,,,2017-07-15 00:00:00,2017-07-15 23:17:04
f8bd5a669a85f79aeb46520970a3fabd,4139faf4f621fe4b49e3e0d71bce665c,5,,Entrega super rápida. Produto de ótima qualidade. Recomendo.,2017-09-17 00:00:00,2017-09-19 08:00:43
e8ea9f03ddc87c3f0a92dee2fbb88d62,d2b465d6828555de4d5226daea422618,3,,,2017-03-24 00:00:00,2017-03-25 01:18:47
0a354009b25a2fbe0b25a6dd5c2a00ac,3b42ad87f3292fab60e143988d332da1,5,,,2018-03-16 00:00:00,2018-03-17 12:18:46
ca912b833f218e7ecc18c7f3f3108586,e01023596310bc78e2726329569e3d21,5,,"Produto bom. Entrega antes do prazo
",2017-11-14 00:00:00,2017-11-15 12:08:39
032d379803844fa08d2063909fa526fc,c942d232f05adc081f767f145dd8fa36,5,,Produto entregue dentro do prazo .,2018-03-17 00:00:00,2018-03-21 14:21:14
42e7211f75bff509054a0322ea026087,fa1ce52b7f5e83c4473226c0a7ad131a,5,,"otimo atendimento, tudo certo, entregue dentro do prazo.",2017-05-12 00:00:00,2017-05-16 20:57:14
0aad108b136bfe5d026d5aee9fb08323,d1ec61b50c7780944fab32ad8b873c85,5,Muito bom o produto,"Obrigada pela qualidade do produto, e pela entrega tbm que era previsto para 10/08 e chegou dia 22/07. Adorei. Parabéns.",2018-07-21 00:00:00,2018-07-23 22:59:57
8f9adbc93d494d471935de2aafcc0b13,63ac25fa7a6efd7b94ace6adbb54b431,4,,,2018-02-07 00:00:00,2018-02-09 21:06:23
8b02be7c138459ad09e47813223f854e,88986b613097da641340bc366a2d91d4,1,,,2018-01-11 00:00:00,2018-01-11 14:53:50
f9d15d1ab33610f6fcda6aa6ab4c414d,b744841b6a754e51042b8abcab208ffe,4,Produto bom,Gostei muito,2018-08-03 00:00:00,2018-08-03 04:18:39
1f6837a3ef1108a925a16f4cf03e9b1e,a0fb1c238c7bcff487ee3095d577be86,5,,,2018-03-06 00:00:00,2018-03-09 16:33:23
27e01d69ba0f15b9a8af0b786d88056d,5112c764fa2925ae974ee7c77478a4cb,5,,,2017-06-06 00:00:00,2017-06-07 00:04:17
7527e05a97d48cc9f9420d96a26269e4,472d6b3e92be83f747dea801ed1d461c,2,,,2018-02-22 00:00:00,2018-02-24 15:12:50
f4dae81937bc173b25686e788ca1bb6c,43f32db0dedd975e294e98ce23b24661,5,,atendimento eficaz e entrega dentro do prazo,2018-05-22 00:00:00,2018-05-23 02:40:40
6a1b45b4c8be1090f34b60a1942a4164,752b45c0651b32a09e039fa03504d3f0,5,,,2017-08-16 00:00:00,2017-08-17 19:10:03
a34a488aaccae520c49bd14aa8125d3f,3830e6067665c6a4bf2cc393fae31996,5,,,2017-04-05 00:00:00,2017-04-06 11:29:29
0e1e0753f372dd1cb35f9e10c0abfb05,591bbdc0cd7aae35890765d570a3f0b1,4,,,2018-04-03 00:00:00,2018-04-04 01:45:33
512cb13ca2e8a7cacdb37c0b96da651e,d527c6337841d7474102cbb7396891de,5,,,2017-04-14 00:00:00,2017-04-17 01:02:05
ca58fff2c3b7a982cebfb3106b8766ef,b17edd32e0d8b5d4a23e4b72cc4b90b4,2,,,2017-03-10 00:00:00,2017-03-14 16:33:24
bf8d7193dd935835c116da823712cdf4,47ccd65ae7dab553c7a8c779fe2cdea5,5,,"Ótimo produto, estou satisfeito com minha compra",2018-02-24 00:00:00,2018-02-25 12:16:33
f47eee9d6c0133adfcf75824e3edc5ea,69df6146503dba833ea2ae56237acd97,1,,"O PRODUTO É BOM, MAS QUASE 2 MESES PARA RECEBER !!!!",2018-03-20 00:00:00,2018-03-22 16:57:56
1aa3d8d7d1b099cc3f23485f7c563024,69df1d467702671ed04aaa60c5996701,4,,,2018-03-17 00:00:00,2018-03-21 05:27:32
c020b491ced40eaa538c6490f36d2d61,8fde182213914d24ed0bb9d4b02371a0,5,Entrega feita com sucesso,"Entrega feita e o produto é o que eu queria, muito bom!! ",2018-06-04 00:00:00,2018-06-05 00:51:35
f6de0cc6fe79a9a4e9401ed097b96135,167a89d17687b40764e54424ec1f9afd,1,,Ainda não recebi minha capa de sofá tô aguardando,2018-06-16 00:00:00,2018-06-17 12:27:29
4eb6ecb86569d963543e415d4c6c4718,346c7fbe1745d3fc2a5012e93d121652,4,,Foi Boa a compra recomendo,2018-07-13 00:00:00,2018-07-16 17:15:30
1313b5c73a99f03892a105392f806da6,39c7d4ae602c664a264c6da2d674f418,3,,,2018-04-13 00:00:00,2018-04-16 09:04:03
668fcfc39b15a8751fd9f9c3721c6533,a0d3b62390e72dcfd8fc6b29c1af0061,5,´´Otimo,Muito obrigada,2018-08-18 00:00:00,2018-09-10 16:59:46
d971c63be996e7b397b7d2579a69e0c0,dc4dc464cfa3377e0b31a936d2d117d0,5,,Produto bom e entrega rápida,2017-08-15 00:00:00,2017-08-17 23:45:28
e40bd1d846e2209ea14285c82cd049d0,a7881f54a20f4f7547971f089438b078,5,,,2017-03-31 00:00:00,2017-04-01 03:30:40
e8e447de2af77285a37b085d3ec3bbe4,cc7b37be243e081241f0929776e0ff3e,1,,"Ate agora nao revebi o produto.
Espero que ao menos a pontuação tenha sido feita de acordo com a promoção.",2018-02-26 00:00:00,2018-02-26 14:32:54
a8c13727b10ab7353bb8a0a0f3abf697,190dca51b7367cbcf69eff19efd0bd20,5,,,2018-02-06 00:00:00,2018-02-21 16:57:07
506755902448848add5e08ce9834df37,21af7328b2a40a3ece5491affde104fe,2,,Boa tarde meu produto veio faltando peças e do tempo que compro pela lojas lannister sempre veio certinho e dessa vez não ,2018-03-02 00:00:00,2018-03-04 19:31:02
ecd30ad71b1a6be967f483f490915fb1,a5a854651cfe0d8da9f1669266fd4063,1,Você paga 2 e recebe 1,"ROUBO! Na nota fiscal são 2 unidades mas no embrulho vem apenas UMA.
Querem cobrar sem entregar?",2018-05-15 00:00:00,2018-05-16 01:04:52
3c8e23c20c544941129ced237b9c2061,9c3d371454ceddff5d8fa8aa86ac7c1e,1,,,2017-05-11 00:00:00,2017-05-11 17:34:51
b19fd9176b81354620dce51580eed060,732a77c453f0b9ea3a2665a575f3ecd3,5,,,2018-08-18 00:00:00,2018-08-22 00:54:59
6544224adabe97a933c13b87d5ed1216,3df55fc07ff463109ce0422439693aee,4,,,2017-09-12 00:00:00,2017-09-12 22:12:51
b1ed64adcf4abed6ebbf7de61c8eb4ab,58f5801ecbeec83b70c32e4afdc5582b,5,,Super recomendo a loja. Produto entregue muito antes do prazo e de excelente qualidade.,2017-04-05 00:00:00,2017-04-05 21:45:55
0cd0db486b98d5fa0d77f79ec4027c5e,d74cdf7dea16668a34d57964004f0e94,5,Gostei muito do produto ,,2018-06-26 00:00:00,2018-06-27 14:07:10
0a15d67adfc5bd4b56e19f9f75c7a23e,785e849a702dab4672f0febcf4c1afc5,5,Muito bom,O produto chegou antes do prazo previsto ,2018-04-27 00:00:00,2018-04-29 23:11:18
9791f0dfe234f14aac2889e246f3b3e7,f3f0bc4d599d1d5251f1b37cec7b407e,4,,"Recomendo , é um bons relógio, mas tinha q ter como desativar o segundo tempo, e no manual tinha q vim explicado pra q serve a função TR, fora isso eu recomendo, foi entregue bem antes do prazo",2017-02-12 00:00:00,2017-02-12 16:36:26
9d25a54a1a44411d1adf1a5fa4557445,96cf7ecd8c676d61be261ffdda90b008,5,Ótimo atendimento ,Loja confiável ,2018-07-21 00:00:00,2018-07-23 20:39:23
9b23daa05239c2a78189e02887fe00dd,e417011226af2bd3a4a21d51b2818e36,5,,Produto veio certo como vi na foto e chegou antes do prazo. Gostei bastante!!!,2017-08-12 00:00:00,2017-08-13 12:17:23
4ae27b71d52f5e00dfd42d7a2e555077,1452442fe3e8cc6d3a1a8d8fc92dc019,5,super recomendo,"muito bom produto e chegou perfeito
",2018-05-01 00:00:00,2018-05-07 03:16:27
76922c72c577706c15f158d2df4711df,589aa9dfe350a2ca1ac9e8d38d4f7937,5,,"Excelente produto.
",2018-01-20 00:00:00,2018-01-22 19:26:19
ebbc1cf5b811e7a6eb5032d0a05b039a,943980abcbc522eb49346398ee2594b4,5,,,2018-04-06 00:00:00,2018-04-06 19:37:47
5603d18a7e3ee79456f22c303df6cd88,9aeaadde646cd9e4c51638f24ecf63cb,1,,,2018-02-25 00:00:00,2018-02-25 19:53:45
73b022300fec142e9939aba068921a79,695eed4f6656d10f32a49760523169de,1,,no site dizia que chegaria até 13/03 e ainda não chegou!,2017-03-15 00:00:00,2017-03-15 11:07:35
f1aefb9b3293cdea695d8dcb63c2f842,b811c8ca07716586e80c0bc4f2a6e39f,5,,,2018-05-02 00:00:00,2018-05-04 09:26:15
078fd55c7c6963e1dfbaf52648e29079,965f57ad446a9d190bec51db7f0fd8b5,5,,,2017-11-14 00:00:00,2017-11-16 16:13:21
a0904b26a6c8233b51306cdc59d8f411,572060f1be47253575daf3b88019195d,4,,,2017-11-17 00:00:00,2017-11-17 17:33:32
a34ba33faede53b2060490a1439bf425,08158c9f50214fc5872aba47814160e7,1,,"Data prevista para entrega 17/5, estamos com urgência desse produto e nada. ",2017-03-28 00:00:00,2017-05-18 11:21:01
3bfa066a0dbfb13b86cec627e345e56a,d7c88efc86371e81d37eb2cff1c61020,4,,,2017-05-30 00:00:00,2017-06-01 21:46:29
f2625714a147f2377d6f1c214b666bcd,22085be04a775c3ed4245c35bd9f822f,4,Boa,"Somente um adentro o terminal do carregador não é compatível com as tomadas de uso atualmente, sendo necessário um adaptador. Solicito que encaminhe um conector compatível. 
Abraços ",2018-06-05 00:00:00,2018-06-07 17:17:47
248a0f310a227d8888a0daa0d85e7b20,294d16591b8d224412320d2053d48623,1,,"A compra foi feita em 30/06/17 e previsão de entrega era 13/07/17. Estamos no dia 17/07/17 e até agora nada.
Esquema de entrega dessa loja é um fracasso.",2017-07-15 00:00:00,2017-07-17 23:33:47
b1f3eb5c41b4bbc10bc56c31e0b0ba71,ae9f9adfeb3a33fe59da5bab6678e5cb,5,,Parabéns a está empresa então site lannister.com.br obrigado,2018-03-08 00:00:00,2018-03-11 11:40:30
44b1fd80e512e1c770250e6df693956f,88131f6562db887981cc8ab363deb03f,5,,,2018-05-24 00:00:00,2018-05-25 00:38:33
924a33c29c843f951fe214b8c960dd41,776ad95dfcf33ceaf3651251cc75e020,4,sempre cumprindo prazos,Entrega sempre rápida e certa.,2018-05-10 00:00:00,2018-05-11 19:29:14
ecc620f2cc8aa9eb02d23f120205c0dc,e3cb83718e69525d753588e2975be0f7,4,,,2017-12-08 00:00:00,2017-12-11 14:27:15
ddc9780b259f54796b4d8197c01339cb,d032dd122bc93c30a420b6ee101c7f69,5,,foda,2018-02-06 00:00:00,2018-02-07 02:50:27
0e01ac3ffe8104d5ccf9167ff49953bd,7e1aa5eb9a99e5ea0681a7dd4bf95e08,5,,,2017-08-26 00:00:00,2017-08-28 17:40:13
b8633bfa50883db6eee475d1fbf97ea1,5619f8b4b37f9ee0474d22b309272c62,4,,,2017-12-06 00:00:00,2017-12-06 22:55:24
3048ab17e39285ed6f995b5dcd0e74db,1a6b9a764637acbc39e1624a2211f548,1,Muito Ruim,"Comprei 6 cartuchos, recebi apenas 4 unidades após o prazo de entrega, e ate hoje estou tentando entrar em contato para uma solução, mas sem sucesso. ",2018-08-24 00:00:00,2018-08-27 12:17:01
89e3955f6e2646b4ade85be55b4934b8,6ae8d599fd407bfba5bce00a72c32544,4,,,2017-08-26 00:00:00,2017-08-30 00:08:48
544f8ad1928f4048c3c57c1251b9b6b2,0b50f9db645dbb8c98ebe37fab6ecb3e,4,,"Bom.
Compraria de novo",2018-02-03 00:00:00,2018-02-05 22:59:45
e3c99d7ada09d8ab54562e58160533d7,f888aadfaf9861131a6b24882e4c5ee4,4,,,2017-07-19 00:00:00,2017-07-20 00:02:23
361c82268208824536091bd1e5d210bc,9a01e11eb3e82a6d9e7bd3f3acafa7ca,1,,,2018-04-05 00:00:00,2018-04-05 13:25:52
9a86f98caa7a403f1162efc41c9888b3,7d2fd74a17ae87c4bf3f882f55b81515,4,,,2018-08-17 00:00:00,2018-08-17 21:50:56
517f0cd98de17c6208fce28f39688136,33bb79c28616262f5e3fdcf5e678b266,4,,,2017-08-16 00:00:00,2017-08-16 19:33:50
40f1c5347d7790b9c7f45f288e568f20,6e85f186f455d947bd6f50b1bd9b7c0b,5,,,2018-03-16 00:00:00,2018-03-17 20:03:05
992f356a637d6a9e7d77651b5ae85e16,9a02960ce092d811e89e50c06d750ff6,3,,"A capa que eu escolhi não foi a que eu tinha comprado mas como deu certo no meu sofá e imaginei que fosse dar muito trabalho pra trocar fiquei com a errada mesmo.
É a primeira vez que isso acontece.",2017-09-21 00:00:00,2017-09-25 00:08:00
24dea03ecb820cbb0f0b37c7523f6257,4c53b2ac030f08c0469e8de45af2e400,5,,,2018-06-05 00:00:00,2018-06-06 11:41:10
466d2de6d433bbeb0ea90b4116df6b43,3fd0aee5e461a0922a15e3747a042332,5,,,2018-08-17 00:00:00,2018-08-19 22:31:54
6eb22fdbb42ecce1a902bab10ce2520c,008dd5e80ebf8f849aa0c5bf4e22ce7a,1,,Me entregaram um tapete errado. Estou aguardando providencias,2018-03-24 00:00:00,2018-03-26 22:06:36
a16297a5874a277b85dde1913e13fb92,c14d2e12b876b00738f6c4ae6329e1dc,1,Não recomendo,"O produto chegou no prazo e intacto, porém não funciona.Coloquei o aspirador de carro com tomada para o ascendedor de cigarros no aparelho já conectado na tomada e nada, não funciona.embora 12v
",2018-08-30 00:00:00,2018-08-30 11:25:08
fdaf19290aedf04d649e2358b7e5cf2f,8855d9953624485990826e20fc9fc2e1,2,Não Recomendo,"Segundo site da Pineng, consta uma relação de códigos com produtos falsificados.
Caso fosse para comprar algo falsificado não compraria pela internet, e sim em um camelô ou 
 uma lojinha qualquer ",2018-08-04 00:00:00,2018-08-07 12:24:11
b1034294843e23006427f7f9ec02ceda,99c9fec8ab028336e605f216e55337e6,5,,,2017-12-19 00:00:00,2017-12-19 23:47:54
5e36f03a6dcb081b2b376f3fd4801a87,2c88b5879d666444b90643a3817f9b97,5,,,2017-04-05 00:00:00,2017-04-08 16:48:57
0c0a8f869926392e57bbf0f49d0bec0c,6031b4a1dbafab99322d682f7d2070fa,5,,,2018-01-16 00:00:00,2018-01-21 14:31:21
bd981db60b26507a6d36e8fdbdc5c11e,80c343549e07922070b0793b2eb87df4,5,,,2017-11-02 00:00:00,2017-11-03 07:01:55
77c0947d44ec2560ab69f5087e126491,8c4f076c43382bd3ae1748c6ee72f993,5,,,2017-05-24 00:00:00,2017-05-30 20:08:59
c55bfe40cbaabc940aba2d5659c16fde,53366f56110f65cb92e10f720b3679a5,3,,,2017-12-08 00:00:00,2017-12-08 19:34:39
37b52a1dd63bf9aa46c1785033adf78e,7ac1f3de2cdc809de6aa1e6719451f53,5,,,2018-06-20 00:00:00,2018-06-21 14:24:34
22a635362e0f708b79fcf282b6b1b6cb,84a1e5108acf2786feaa63a12cdf0c09,5,,,2017-11-08 00:00:00,2017-11-10 22:20:09
c375cd08dec1755244bf4fcf8786a0d2,b4b6e2f2f9dd2c4cfe524993ff72f49d,5,,,2018-06-20 00:00:00,2018-06-22 15:05:33
3e1936d3395c005c59d77d513d695a5a,7f1dd57d5e14f6ee8a3946e2f58b5396,5,Recomendo.,"Entrega no prazo, o produto correto, bem embalado e em bom estado.",2018-08-22 00:00:00,2018-08-24 01:06:06
35d476e0d05286bc32c374a05ecbfa73,a78a401e218732db3fd0ac73befe4973,5,,,2017-12-06 00:00:00,2017-12-06 20:35:42
884e8ffd59d521d34ef112da7dc88a43,39a0eaa2a980c810beaf68d76e52fa96,4,,"Chegou até mesmo antes do prazo de entrega, muito bom o produto, recomendo.",2018-03-15 00:00:00,2018-03-17 11:15:36
bdabc1d3f30672a89459da6c76eafb5c,05c12734a5d14a9b9528b3eb84f30e50,5,,,2017-06-03 00:00:00,2017-06-03 23:44:41
fe4209e21ce76564883b10fe345feb6d,275ae19d3b5b88d41fe617cae7a1e056,5,,,2017-12-20 00:00:00,2017-12-22 19:39:19
6c4f2ed4138fe8a261044ae7f9ee11c5,b714825751e17269c60b3d2291e85026,3,,,2017-05-10 00:00:00,2017-05-11 19:19:23
79ad14b2f84fe10f7af7a930ff70d4a1,3ceffd7bee6a56cbf4adea01c19a5d17,5,,,2018-06-10 00:00:00,2018-06-15 14:17:45
4992f97c8feaba4b4e982202233a1de1,ac5191d38d98b832e91b416ce1b61e3d,5,,,2018-07-13 00:00:00,2018-07-16 11:16:31
4dfd675aa7adbfc01a83301cc2b903c3,4ab1a1bf9908b4d876f0706c742fb14d,5,Entrega rapida,Entrega super rápida.. de 1 dia para o outro e a qualidade do produto simplismente fantástica !!!,2018-06-23 00:00:00,2018-06-26 12:12:30
4048b81e0de31798b68dcdb9bdf63bb0,333977327b5c548879a21a3b1fc87c48,1,,Quero meu dinheiro de volta ,2018-04-05 00:00:00,2018-04-07 16:34:58
36d59b2da654d01ab548395759b06a85,8535f60f13f03d9f0bc91ed113bb43aa,5,,,2018-04-18 00:00:00,2018-04-19 00:12:33
820cdaf6676a3383f73d1b6ee1d0a5cf,00d88c00221ce96a1cfcaca9f2fceb3b,4,,,2018-03-29 00:00:00,2018-03-30 19:04:03
495f062071b520ca2fd7eca057f8c776,52ffca67c47f7bc4350f82b1d2c20dec,3,,"Quando comprei o produto havia no estoque, logo depois recebi a informação de que não havia no estoque. Aguardo providencias e resposta de como trocar o produto por outro ou o dinheiro de volta.",2017-12-22 00:00:00,2017-12-22 09:28:56
49b1b86e28f4cb8162f4837ab4c1f38b,66fc85fce01ca94d68a669ad2f78c035,5,,,2018-08-10 00:00:00,2018-08-13 17:25:43
950bf2caeda5bedfb227d0233f75df3f,9244c5e7b61a5ec0c86191bb1a727ed2,5,,,2018-08-01 00:00:00,2018-08-01 22:04:53
213e266fd93b4125639b7d365108e6b3,a6a1b8d3aef88816d4db15d9edde7b5d,3,," so recebi 1 rolo 2,5mm falta o rolo 6,00 mm ainda nao chegou Catia",2018-03-25 00:00:00,2018-03-26 08:38:03
8cf7f5321078af1e48804fc51fc18d9b,5adb95fe0aa8a0d29d029194724df6b7,5,,,2017-10-18 00:00:00,2017-10-18 16:02:09
65825f19b186f6d35b8b5eb70cf927bf,eeae538503aa251c060d45ea2ef3fefa,5,,,2018-06-30 00:00:00,2018-06-30 18:02:04
807aac60a1ac7d38ef442f3578120aed,b59976950624cdf5b8be6b9fddcb2460,5,Muito bom,Loja muito boa o produto foi entregue antes do prazo ,2018-06-08 00:00:00,2018-06-09 09:40:10
4834f393efc5fd74b084a2272faecfe0,858d0cd014b03937ba15cb012ad42277,1,,até o presente momento não foi entregue! ,2018-05-01 00:00:00,2018-05-02 12:07:06
f8e0e8a66d92edba0d54bf1a52a56aed,8d99d2f6f573a9d674fd19d2c0f9a70c,5,,"sempre compro e ,òtimo super recomendo ",2018-07-24 00:00:00,2018-07-27 13:48:10
2fbea3a039ed09b955db5e715c132f33,dbe5b409519c5dfb85b5b0955913e5af,5,Produto conforme anunciad,Recomendo lugar seguro para compras,2018-04-26 00:00:00,2018-04-26 22:15:31
376d5d16ee95dd22e7f44d013529f330,ef1d282a121e2bee046bbab7f9f88331,3,,,2018-03-20 00:00:00,2018-03-20 21:14:33
a457f052b662f22472df4e01fd771a9a,2f763c623e85177077b5a4ee2d3cced5,1,,Não entregou o produto e não entrou em contato.,2017-06-10 00:00:00,2017-06-10 23:31:07
ed28f3e03c63a08f83fe1f7f3322a08c,d6418b6fa2a27ebf8c1e2d4ca0d14492,5,,,2017-03-30 00:00:00,2017-03-31 10:46:43
c5d2507a82a0f0bf9952c4e405935b5f,cf9b4bc8a0831980b324e030bf8cf1f3,5,,,2018-07-25 00:00:00,2018-07-25 11:25:42
601798aaf8bd13bdb3b80732a36b13c8,79ce3a0a9eba49ff442b392ab05349a4,5,,,2017-12-27 00:00:00,2017-12-27 23:45:51
8c32409915bc9db0f085913162ea9482,c01b52b26b2be81e5712a958631d858e,5,Entrega rápida,Recomendo a todos,2018-05-08 00:00:00,2018-05-11 00:22:54
aa0095a5ba4914a5236a041f0bb29104,7068f14af6c3c575490f74b6aaf2f05c,5,,,2018-05-01 00:00:00,2018-05-01 22:18:41
0852ecb3f87746824c5aaa4f1c9769b0,4a110536f892fd4dd11c3c74dada0d1a,4,,,2017-03-11 00:00:00,2017-03-15 00:12:02
03943775c3690d08e4cce3d5198fc2a4,d8c15550aee132ffe4ed54c7da238e35,4,,,2017-05-24 00:00:00,2017-05-25 00:22:07
ec179c66072c8a5913daa0692c4c0012,efdaf1dc3d38b68061394b681ca45ff8,4,,Rápido e eficaz ! E variedades pra vc escolher um bom presente para sua família.....,2017-08-05 00:00:00,2017-08-08 10:46:09
4d93762475df9d01e177844b8ec05f60,7844d511767a3dbe9411602e49a0ac38,5,,"ENTREGA SUPER RÁPIDA, MATERIAL DE ÓTIMA QUALIDADE.",2017-09-12 00:00:00,2017-09-15 03:11:15
43993c38879cbf2286f3ee351aab75b9,a7db8c5327329206a779bb63dca4a2f2,1,,Nao recebi o produto o carteiro Paulo foi assaltado perto da minha resistência quero uma resposta pois esta constando q eu recebi mas nao recebi vou no procom e processar por danos morais sem resposta,2017-04-14 00:00:00,2017-04-15 02:00:12
9c68d5a0fde626f4a220e07425c84c29,041d39835d57e12ebcd5d992e2cc7360,3,,,2018-05-16 00:00:00,2018-05-17 02:04:59
395eb0e825826b3a7d4bb24950dcf482,779b6f84b404177ab8f8f5cfd0137216,1,,estou tentando trocar este produto a qualidade é péssima..o kit segurança é para 14 anos..e indica que é infantil..meus filhos tem 6 anos..a estampa veio diferente do que mostra a imagem.,2017-09-29 00:00:00,2017-10-02 13:22:42
72be1e28ff8646ac669f75c7b6465370,b50dd584b57f884ca278422e0607f7d3,4,,,2018-08-25 00:00:00,2018-08-26 03:01:36
a3150f6e0ee80baaaedb5089a797db63,87ebcd73de7c03e3ba13f9e9466c15c5,5,8,"Muito correta esta loja,recomendo....",2018-08-31 00:00:00,2018-09-01 18:41:55
b166d19f2e1715b896f416edbdcf7992,d78e5c7a11bcb261103cb4269bd37fcf,4,,,2018-08-25 00:00:00,2018-08-28 01:15:19
4371f9996c12284456e5b65e6733fcfa,190c71c36bb25e9a85f3a53291e475a3,3,,,2017-05-26 00:00:00,2017-05-29 17:19:00
1b30acf4a3bc38694ede93b1c8a24221,e23ca832ba25d2d20b0ebacdfe401989,1,,meus caros ainda estou esperando a entrega do meu pedido e ainda não recebi e isso faz 40 dias,2018-02-25 00:00:00,2018-02-26 14:42:10
4a23dcf78dfdcd937180e8ec0c301799,594bad57a253656f86d8282c5365be89,1,,AINDA NÃO RECEBÍ O PRODUTO !!!,2017-02-12 00:00:00,2017-02-12 15:16:39
