seller_id,seller_zip_code_prefix,seller_city,seller_state
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC
55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,SP
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
9f505651f4a6abe901a56cdc21508025,04102,sao paulo,SP
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
8daab2245ebdc277c51098d01c5ad8ef,08411,sao paulo,SP
8c91bfea4263b8fba54081460693e2a1,98920,horizontina,RS
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
259f7b5e6e482c230e5bfaa670b6bb8f,08550,poa,SP
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
52092ddbd3a58c450a4459bf051b2287,17300,dois corregos,SP
0bf0150d5b9d60d9cd2906003332f085,01547,sao paulo,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR
55a5b51f93f2b70ea513f5a047b0262a,36301,sao joao del rei,MG
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
3586b8580d9c917874e053a1bb37b5ff,14802,araraquara,SP
95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
9cea4682e16655f7da87f406902e989e,83707,araucaria,PR
f44b6f775a2b390380e0e30b5c9d3eee,03057,sao paulo,SP
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
688756f717c462a206ad854c5027a64a,07094,guarulhos,SP
7bcd7c5f8631701474db233ccf1c094b,02047,sao paulo,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
7a241947449cc45dbfda4f9d0798d9d0,37590,jacutinga,MG
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
6d66611d7c44cc30ce351abc49a68421,04378,sao paulo,SP
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,80060,curitiba,PR
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS
bc47d5d1490df2b36add65d733eafaba,09163,santo andre,SP
fec6275253471ace26d209bbaa64cd0f,28605,nova friburgo,RJ
3771c85bac139d2344864ede5d9341e3,18087,sorocaba,SP
e62b2d6ac10570a035a30bafcf01d263,05767,sao paulo,SP
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
921323538c9f1c4e816f2720eac02bea,01319,sao paulo,SP
78c99c6dff4eeae5be99bf635ed21e3f,17510,marilia,SP
272f092de69afedd4d2969440b37f18f,03265,sao paulo,SP
b81e3a6c866a764974fe849821abeebd,09360,maua,SP
97512d3fc193b2d1dfcdba0f9d1f0f8a,08270,sao paulo,SP
adbc26658d6c7b4b6219f9d934598091,81770,curitiba,PR
f80edd2c5aaa505cc4b0a3b219abf4b8,03431,sao paulo,SP
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
4305fe92735c8a43d154ff6dd2b8d927,35170,coronel fabriciano,MG
1e8b33f18b4f7598d87f5cbee2282cc2,02066,sao paulo,SP
57c764b4a836300be881e2ff86e449f9,14021,ribeirao preto,SP
6f892e20a171e98efe17fdb971ff319b,08270,sao paulo,SP
76623fde66e6b63b59440fd34160512d,07124,guarulhos,SP
3f8034bfc6b8b4135534975d49f04c63,81560,curitiba,PR
d17f467e4bf608a510c20d82f4ba3b6b,95098,caxias do sul,RS
85cc55e048b6bcc90c75afe7f0e72f72,27345,barra mansa,RJ
17306570e772e7718c92a562d33f5f1d,17250,bariri,SP
f67efa3f0b6761102a7f8c6b7b571f5d,82300,curitiba,PR
17908cf9b444ee34047cadd5c0f4a516,75124,anapolis,GO
655220df33262c7e0c4949a147366f94,09951,diadema,SP
adbe70ab2c97442046d393988c8d1d27,09321,maua,SP
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG
ea67327e24487bdfac5fbfa37ea124df,14940,ibitinga,SP
c70c1b0d8ca86052f45a432a38b73958,13186,hortolandia,SP
d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,SP
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP
aba1721a889e04decc910aa13b768ef4,05729,sao paulo,SP
01cf7e3d21494c41fb86034f2e714fa1,85603,francisco beltrao,PR
eebb3372362aa9a46975164bed19a7e7,04578,sao paulo,SP
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
d1a1b40ec554c593a1a99366746289dd,85501,pato branco,PR
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
e81e1f9c3e762e620f3fb60a51499e16,89520,curitibanos,SC
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
7fdb0720c8d7c9075538b365dc8c3a22,85904,toledo,PR
e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP
b0f2a6122a90a93eb03e68653dd960e3,80710,curitiba,PR
cd06602b43d8800bd0afad514919d35c,04119,sao paulo,SP
bacb1f0ed56ad24198f5810d2b3fe9a5,12328,jacarei,SP
376a891762bbdecbc02b4b6adec3fdda,74323,goiania,GO
05d2173d43ea568aa0540eba70d2ca76,37135,alfenas,MG
ad273c9eb54ecb4532de4bf75bae9e4e,80420,curitiba,PR
9add47bf45ce8e8c7db6b9cf670b1e09,83830,fazenda rio grande,PR
d0d70d21e2234dd7cd3cf63fe414148a,58865,sao bento,PB
ff1fb4c404b2efe68b03350a8dc24122,08710,mogi das cruzes,SP
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
b347677812ea483b0f528eaf8cbc09b7,82540,curitiba,PR
f7720c4fa8e3aba4546301ab80ea1f1b,81350,curitiba,PR
5d0363b33554b373851fc1622e4d5f3c,12952,atibaia,SP
2c3d56f92f360fb89d849b84e8f50eae,06420,barueri,SP
0c7f30ae9b147eca07affbef92832a6a,84020,ponta grossa,PR
18e694e0e48ed6f7aa3f24aade5fd697,13224,varzea paulista,SP
cac4c8e7b1ca6252d8f20b2fc1a2e4af,13347,indaiatuba,SP
2e90cb1677d35cfe24eef47d441b7c87,02285,sao paulo,SP
5d3bb11474a06bdc23fb9e89f1164ee0,19804,assis,SP
bb135baca94c82fcb731335ad5b04a03,04362,sao paulo,SP
82921991ff5b557b045605b8bbf08d49,01023,sao paulo,SP
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
f5a590cf36251cf1162ea35bef76fe84,09720,sao bernardo do campo,SP
6e2d3e2dc84fb30f6078f39dd3bddd6f,83408,colombo,PR
bccf933e006e9b94a6184af782963e77,19806,assis,SP
cce6ab8d1682639fe45ab70234f1665f,81020,curitiba,SP
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
056b4ada5bbc2c50cc7842547dda6b51,26379,queimados,RJ
f7df46c1e0ec44eed5c6726478da4a17,93336,novo hamburgo,RS
6bbcb8924baf70b7fe2fe2097e8cd407,89031,blumenau,SC
382229d1e840115ffe3dbf5ff460e417,23092,rio de janeiro,RJ
2d2322d842118867781fc737e96d59a1,05879,sao paulo,SP
df56d7b40d437f88407c5f78b63bc328,85812,cascavel,PR
fcf16b7a8697e559f0123190bb30177d,03679,sao paulo,SP
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP
82e0a475a88cc9595229d8029273f045,03417,sao paulo,SP
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
751bdc4d83a466c7206cd42e8f426b03,09405,ribeirao pires,SP
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
70f84699be677ec988d1fa824aef7d90,35700,sete lagoas,MG
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
c8b0e2b0a7095e5d8219575d5e7e1181,08598,itaquaquecetuba,SP
6b15924333bd1a741595fe981ea04822,09541,sao caetano do sul,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
9aa388272ee334b6ae07bc73706e254a,36886,muriae,MG
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
25e6ffe976bd75618accfe16cefcbd0d,05503,sao paulo,SP
0dd184061fb0eaa7ca37932c68ab91c5,07031,guarulhos,SP
31eec405c9bb71dec8e2629a92e764fa,29300,cachoeiro de itapemirim,ES
432c37c9dfba871172ec162e20118b8c,70235,brasilia,DF
27a56ff04b34c2ba34ce6ba4d3b9d616,13033,campinas,SP
d9442042130b7fe579d1295f9f4a248f,03550,sao paulo,SP
822166ed1e47908f7cfb49946d03c726,25803,tres rios,RJ
1c129092bf23f28a5930387c980c0dfc,02972,sao paulo,SP
08d0949a9a17c027262db1f3c450c26c,85804,cascavel,PR
381c83fdca332ea6afd896da20bf6e4a,80010,curitiba,PR
56db5c0782e8f7ddc9343f9576ff6d16,88132,palhoca,SC
17a053fcb14bd219540cbde0df490be0,13843,mogi guacu,SP
8581055ce74af1daba164fdbd55a40de,07112,guarulhos,SP
ea566164622c6b439516ab18062c42cd,05303,sao  paulo,SP
5b179e9e8cc7ab6fd113a46ca584da81,05424,sao paulo,SP
834f8533b2ecb6598dd004ff3de7203a,05181,sao paulo,SP
3935fe5fe0f82787a9dcb8deb62be09d,04905,sao paulo,SP
d13e50eaa47b4cbe9eb81465865d8cfc,09210,santo andre,SP
7d76b645482be4a332374e8223836592,01511,sao paulo,SP
b9ca8e8baa5d4aa038394a700f63e69f,03001,sao paulo,SP
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP
6973a06f484aacf400ece213dbf3d946,12230,sao jose dos campos,SP
0cbcee27c791afa0cdcb08587a2013a8,37410,tres coracoes,MG
d50d79cb34e38265a8649c383dcffd48,08290,sao paulo,SP
7b0df942f46435babab05d49b744b2c4,12924,braganca paulista,SP
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
457fe919b032a3f7dadba6fb92cf7855,13140,paulinia,SP
36a968b544695394e4e9d7572688598f,11010,santos,SP
282f23a9769b2690c5dda22e316f9941,31573,belo horizonte,MG
80e6699fe29150b372a0c8a1ebf7dcc8,83323,pinhais,PR
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
c8467937e403e76a8ee9f0ab13f6f5ef,37704,pocos de caldas,MG
4992e76a42cb3aad7a7047e0d3d7e729,03334,sao paulo,SP
0b18d63d0cd1d723567903fd34a07df2,05141,sp,SP
d4e12e7884759a14fa0f5f896c791cae,02242,sao paulo,SP
54065e9aef7e9e9c2dc23b7594db021a,20040,rio de janeiro,RJ
1f1bb1f0859883505541bdd6606193e5,02124,sao paulo,SP
7586919161935337bf6b6d7ff5779648,21921,rio de janeiro,RJ
7ecd59e5e20407131822c1a68ac59c1f,70719,brasilia,DF
5a425cc503b39b262a847fd6212bf53b,86010,londrina,PR
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG
a416b6a846a11724393025641d4edd5e,03702,sao paulo,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
e5a38146df062edaf55c38afa99e42dc,01233,sao paulo,SP
f62d7bb4a613ec758a03342d46b580b2,36570,vicosa,MG
7c5b05cbdb5542049f38d90d7815b97d,05201,sao paulo,SP
5d9dc90a686a8fddacffab6bab5653a3,06513,santana de parnaiba,SP
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
7357b52d27cbaa90f81a96cbc1279396,33400,lagoa santa,MG
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
e882b2a25a10b9c057cc49695f222c19,25963,teresopolis,RJ
cfa5ab0e4d3fc212fd0b3410e7081c62,36500,uba,MG
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG
1da366cade6d8276e7d8beea7af5d4bf,36500,uba,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
dbdd0ec73a4817971d962698f2fea022,60710,fortaleza,CE
058fd0aa2bfdb2274e05e1ae971dabb6,09020,santo andre,SP
e48cc16ab70bfa09e1401740dce0b3d7,16022,aracatuba,SP
1b8356dabde1d35e17cef975c3f82730,03477,sao paulo,SP
bbd3acfe6de99892e73940d3fdceaf68,09111,santo andre,SP
b2ba3715d723d245138f291a6fe42594,03470,sao paulo,SP
bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
c33847515fa6305ce6feb1e818569f13,88359,brusque,SC
2c4c47cb51acd5ea5db5e0ae0e26542a,15290,buritama,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
5f06030071324cc52bf0304014ac7234,17514,marilia,SP
7aa538dd6e114e503a2e6154ea352253,15807,catanduva,SP
9d7a1d34a5052409006425275ba1c2b4,14403,franca,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
c6a7539d424a8402232c2228d7a03c5e,03191,sao paulo,SP
080199a181c46c657dc5aa235411be3b,06097,osasco,SP
98dac6635aee4995d501a3972e047414,02030,sao paulo,SP
26d8a1c7c75d513045798992ead43aa2,86800,apucarana,PR
e6a69c4a27dfdd98ffe5aa757ad744bc,04424,sao paulo,SP
7a67c85e85bb2ce8582c35f2203ad736,03426,sao paulo,SP
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
af4a0e4cfe1d9c26b6712b1be25a72e5,35670,mateus leme,MG
05a940b4ecae36cadfd8e93bd9c43257,74305,goiania,GO
b1fc4f64df5a0e8b6913ab38803c57a9,24440,sao goncalo,RJ
478bfe564db21eeb44386606aa30b650,33600,pedro leopoldo,MG
8f2ce03f928b567e3d56181ae20ae952,05141,pirituba,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
a1043bafd471dff536d0c462352beb48,37175,ilicinea,MG
92eb0f42c21942b6552362b9b114707d,03504,sao paulo,SP
81a1104df0f08b59c68aa5b03cfe398e,83020,sao jose dos pinhais,PR
5d378b73ab7dd6f0418d743e5dcb0bd1,01026,sao paulo,SP
5b33b527da3c5b969cc99dc435cad09a,87702,paranavai,PR
89a51f50b8095ea78d5768f34c13a76f,71931,brasilia,DF
58f1a6197ed863543e0136bdedb3fce2,36407,conselheiro lafaiete,MG
70eea00b476a314817cefde4aad4f89a,13250,itatiba,SP
7040e82f899a04d1b434b795a43b4617,01026,sao paulo,SP
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP
15aac934c58d886785ac1b17953ea898,29480,muqui,ES
198c7ea11960a9844b544d9bcdca860c,37590,jacutinga,MG
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
7ade73f1b9b4e965f9009a4c3a7e2c15,17051,bauru,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
c161d1327ebc3a156c09582ab2f59f6c,03521,sao paulo,SP
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
67883baaae6134ee81b271a542613728,01310,sao paulo,SP
1430239a858e7682bbc43b20758af153,04087,sao paulo,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
723cd880edaacdb998898b67c8f9da30,14940,ibitinga,SP
b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC
9f50216bfd01913736a55a11b55ea842,12020,taubate,SP
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
951e8cef368f09bb3f3d03c00ca4702c,14940,ibitinga,SP
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
ad781527c93d00d89a11eecd9dcad7c1,15015,sao jose do rio preto,SP
066a6914e1ebf3ea95a216c73a986b91,85863,foz do iguacu,PR
76d5af76d0271110f9af36c92573f765,03194,sao paulo,SP
3f3486b61f45078d4f31ee5e43d8c5bb,03035,sao paulo,SP
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,22775,rio de janeiro,RJ
d94ba08b99bedd6a5f6c875ecc4a6fac,86800,apucarana,PR
1771297ac436903d1dd6b0e9279aa505,07025,guarulhos,SP
4c2b230173bb36f9b240f2b8ac11786e,03933,sao paulo,SP
ade45994b717ccee333492330fbf037b,87505,umuarama,PR
2528513dd95219a6013d4d05176e391a,06060,osasco,SP
56642bcb79900e777d68e91915cb4267,03701,sao paulo,SP
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
09f952a5f58d2285b0372551ae8f9b01,09725,sao bernardo do campo,SP
dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP
01ed254b9ff8407dfb9d99ba1e17d923,08710,mogi das cruzes,SP
d51e0a403fe2e689ece6c73359d96e12,17580,pompeia,SP
f27e33c6d29b5138fa9967bcd445b6d5,04273,sao paulo,SP
d624126b9206f595fb3fbb6ba03b28a8,80045,curitiba,PR
b5abf4f36adc043117b4fca82c22984c,72251,brasilia,DF
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
28f10b1c5e5abb9d4857745bede6147c,04250,sao paulo,SP
e9d99831abad74458942f21e16f33f92,03542,sao paulo,SP
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
a066df7361163e7ddc5d7452dd17448b,14401,franca,SP
117cfc326c6d50da67ca858ff5c0c852,25530,sao joao de meriti,RJ
25e47381a6c510ddeb36084e33b89f0c,11720,praia grande,SP
c847e075301870dd144a116762eaff9a,38022,uberaba,MG
59fb871bf6f4522a87ba567b42dafecf,03655,sao paulo,SP
725c32fa80c2faacc4fc88450d27314e,03320,sao paulo,SP
0a85ebe4e328db81ac9109781205e2f7,13205,jundiai,SP
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP
39d54ff918774174706fb065d7f9dc07,04243,sao paulo,SP
83e197e95a1bbabc8c75e883ed016c47,25900,mage,RJ
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
82bd0703a4aefd6b599e5bfdaed378fb,17510,marilia,SP
25cf099de44674fde97473224f9d59ab,06716,cotia,SP
5de1c80811ce7007f62f00d971236c09,88063,florianopolis,SC
d9a84e1403de8da0c3aa531d6d108ba6,03562,sao paulo,SP
d71d863e5ef30d94e440c11be17dcd8f,06144,osasco,SP
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP
1d4587203296c8f4ad134dc286fa6db0,05101,sao paulo,SP
5f3ae9136c875522250f8184f253413a,01550,sao paulo,SP
3ca08eeb8d5595949fed424bd3677742,82510,curitiba,PR
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
5670f4db5b62c43d542e1b2d56b0cf7c,03694,sao paulo,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
138dbe45fc62f1e244378131a6801526,02215,sao paulo,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS
ffeee66ac5d5a62fe688b9d26f83f534,15130,mirassol,SP
0dfbed20065e425d2eaefb101f9816c0,13660,porto ferreira,SP
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
048c2757535328e0d7dac690ad3c0aae,14406,franca,SP
e70053bf73d1b5863932e53a9fa47496,05059,sao paulo,SP
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
b2c97074649f92197d9387d9033dda5f,18604,botucatu,SP
373ee4a3a775a733770ca3f790b8b9ac,22793,rio de janeiro,RJ
a06c8ff043abea0528ee44171e2140a2,35501,divinopolis,MG
22c32ec35d0116ef02c281798a25bf8b,87043,maringa,PR
54c04bdb5ec46762f8f08c7e8f86ed4a,88037,florianopolis,SC
95b293867b5862941c9cd74f756a3c68,08223,sao paulo,SP
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
624f4ece8da4aafb77699233d480f8ef,05138,sao paulo,SP
34f563c82a85b99ae9e6d60db5fc2e28,93700,campo bom,RS
c500367424994318b9e779ff1ae9a330,13145,paulinia,SP
440dd6ab244315c632130ecfb63827b1,15502,votuporanga,SP
fec6912baad85d41729669edd6b4d3b8,14110,ribeirao preto,SP
45d33f715e24d15a6ccf5c17b3a23e3c,18015,sorocaba,SP
e06f09ec0a4aca210779cf1cfc63cf19,04773,sao paulo,SP
8a130737016f838139d31878787a39c9,03187,sao paulo,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
d05ae8f7a5bd1d2a690a44cd079e4e27,22775,rio de janeiro,RJ
7e26c750b4cb9f6766f58265ff9ebe95,30270,belo horizonte,MG
3968920b9aa752ab98f7d5888c9252f2,17056,bauru,SP
72c5da29406b4234927b81855e7b64f6,07077,guarulhos,SP
e5475dcab1e07b63d7f6e902d8f5eda8,09921,diadema,SP
edb1ef5e36e0c8cd84eb3c9b003e486d,25957,teresopolis,RJ
89ad3263c0931c47f976d7c5778e60f6,05127,sao paulo,SP
fe49ee029e61e789a1f3a5525f57ba8d,06018,osasco,SP
1da3aeb70d7989d1e6d9b0e887f97c23,04265,sao paulo,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
5a6a02f419701fc8c605af71d4fc57a4,13465,americana,SP
1025f0e2d44d7041d6cf58b6550e0bfa,03204,sao paulo,SP
891071be6ba827b591264c90c2ae8a63,03872,sao paulo,SP
431af27f296bc6519d890aa5a05fdb11,14110,ribeirao preto,SP
17e34d8224d27a541263c4c64b11a56b,14085,riberao preto,SP
