order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
11746f9dc3d55313aadc6e6bf8464595,1,0eb8e03d4ef83152c4642b606b5bbdec,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2018-04-27 01:30:42,29.99,17.14
1175d97a3d270dddf3146abe7f5e4934,1,530a4d5b0359677df7cb03484804509e,e53d5b9b29d1218281f4a907ada18626,2018-08-23 14:15:32,40.71,22.22
1194afa31e54aeee123be8df42e3f573,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-06-13 17:15:38,79.90,14.65
11b1470a79108e6d6dde223c40bf2c4d,1,c4e5ffa25998bab21ddca0d28448435f,85cc55e048b6bcc90c75afe7f0e72f72,2018-07-12 02:51:16,32.90,15.15
11d0085cfa1ffc32aa630cb9c92ea970,1,bd0d616460e11aa700ff20780d8240e2,7142540dd4c91e2237acb7e911c4eba2,2018-03-06 22:27:47,69.90,17.74
11d6810af0b0d8982e3d67b4dae4374a,1,50b9ed3a22932b28d452c73046083f5d,55a5b51f93f2b70ea513f5a047b0262a,2017-04-10 16:45:21,34.60,14.52
11f10acabb1552521a9a7ca484aabd64,1,177d3d5bb9d4d29222a222e3b3554f41,3d871de0142ce09b7081e2b9d1733cb1,2018-07-26 03:25:13,109.00,83.68
11f81f5b3445ad54e4c793afe6337986,1,13f1ff85fb63cd1bcbf6ef78959328e9,718539d38d07dd351c76db862760e2e2,2017-08-29 11:04:39,36.80,7.78
11f81f5b3445ad54e4c793afe6337986,2,6733b00d25e0fc17a8e8d97ce792c078,718539d38d07dd351c76db862760e2e2,2017-08-29 11:04:39,36.80,7.78
12064b26c801bd0f7b82c2fb033e382e,1,9e1e3b58ffd16b2135f9508e21c75afe,23613d49c3ac2bd302259e55c06c050c,2017-12-01 00:56:07,89.90,17.34
12158685d93b3a6dcb6efad25cd8e056,1,88a1223b29fac4c3abef8d1369dbbaea,5abb8ea023c77787f2c15da891c8d384,2017-10-26 02:49:23,69.00,38.00
122a6d89b8a3ee8fe039b6990c1dc226,1,2a15783d3cb601f8d9a6a86806b037b3,855668e0971d4dfd7bef1b6a4133b41b,2017-11-13 04:26:20,60.00,34.22
123bea8dab4550ec2592468bff3e0866,1,3f14d740544f37ece8a9e7bc8349797e,6973a06f484aacf400ece213dbf3d946,2018-04-08 21:10:27,84.89,7.94
12404c66f4ea97b16664395ecbf61889,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-11-30 07:32:24,49.00,13.44
1256a493fbf2d6047d845aaac3ddec81,1,adcaeaf58f2759f55ac5da69ae4b4fc3,c3e2398fcc7e581cda2e546557bf6968,2018-07-04 07:12:56,14.90,15.23
126dbef0d053f55ed2e3b23e88efab4b,1,582dfc3697c5f834a5ddf28460ba9222,1da3aeb70d7989d1e6d9b0e887f97c23,2018-03-19 09:08:39,19.99,12.79
12841a11f62453c88f68ee1f7cb45c47,1,b365e38a72a4fa2b2cd83e14c0b51754,6d66611d7c44cc30ce351abc49a68421,2017-12-12 16:31:15,53.90,11.88
12905797f6a5f67c41d036a0ea9a40be,1,6bd248f93425ceeb625a8a97e2404112,dbc22125167c298ef99da25668e1011f,2017-09-21 13:10:13,52.90,14.10
12af24617f25e0c8cd411544f704f2f7,1,9934888916de3bff6437a425052717a0,d1a1b40ec554c593a1a99366746289dd,2017-01-30 23:11:32,49.70,14.52
12c624f532907ae11e5db7518dc6c917,1,90f39a309a8c05fa7aa4ef02178059cb,b2ba3715d723d245138f291a6fe42594,2018-01-17 20:07:26,289.90,19.60
12d9b7528c95b9b6d2f087195ba47d60,1,25cdef5b1428725aa16b8b9a6fbd72ca,76d64c4aca3a7baf218bf93ef7fa768d,2018-02-08 02:29:52,64.90,16.70
1313a242a48f98101da4d48b310bf517,1,e672fbe634ad07cce9d85f412becb2c0,7a67c85e85bb2ce8582c35f2203ad736,2017-10-20 16:20:41,129.99,18.16
133b607354fbff7447ce545c8a0fa407,1,69b7c4bad8ca0c2cddad020c139f7e95,11305281b50fff20ae8bb473f8e11876,2018-08-31 02:44:24,69.99,50.38
133b607354fbff7447ce545c8a0fa407,2,c9c64ed470b1fd9239c456fd6fe99738,b4f8921fcc4ff77b66bea6dda43dcd51,2018-08-28 02:44:24,449.89,27.99
134dd47f025f4b13cd82ce9e771800bb,1,675eadffd43ac06d1bead694fb553d35,41b39e28db005d9731d9d485a83b4c38,2017-03-08 23:25:15,109.90,23.13
1354bddf21d7082f73e70872571f55ed,1,8c501fb8530d486fda52b3aa2fd2dca8,08d0949a9a17c027262db1f3c450c26c,2018-01-29 13:55:20,21.90,17.92
1378ae963e03b117d380f928164e9599,1,d5b703c271f43f9c588a6f512a00f77e,fa40cc5b934574b62717c68f3d678b6d,2017-11-16 21:10:46,34.90,7.78
137d0174b6161980026a858b907762fc,1,480be8d20c4b6a7df1eae0f2c17f2db2,41c2bad7229b0c25e6becf179ebf63ff,2018-01-11 04:11:27,34.00,8.27
13834646826ae873256bfc9e6d22a019,1,06f2166336faca73c644b11eaca22d06,d5ba419e26d246a0719437cf37d9b46d,2018-03-27 18:49:09,105.00,16.70
139602ce40c8f337484eec9b157ca80c,1,242edc6b84c00f0d48c664a020a92c52,6cd68b3ed6d59aaa9fece558ad360c0a,2017-04-17 20:15:09,54.90,10.99
1397417a57ad1bbfe8d639df8cdee908,1,01cf7c4cffff8db0a1cbe612bd2d50a4,f7720c4fa8e3aba4546301ab80ea1f1b,2018-07-05 18:31:03,17.75,35.09
1397417a57ad1bbfe8d639df8cdee908,2,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-07-06 18:31:03,119.00,2.11
139c61b5e6e119e1363bf3b6c1fdf598,1,d2b42ba1cc7c04d6f6e4ea54392b95fa,8b321bb669392f5163d04c59e235e066,2018-05-21 17:54:02,18.00,18.23
13ab379ac762d840b29042681a1a6156,1,b7a812ed1b86b3b00e566dc29ba7ec7c,640e21a7d01df7614a3b4923e990d40c,2018-08-07 21:10:18,26.40,19.38
13b1d703b453fd67b66850bd2846e13b,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,2017-10-05 02:31:28,212.00,14.50
13ba09b4ffd7128425cc35a9c382245f,1,d696750e550fd0f733979dd7e5dff921,9de4643a8dbde634fe55621059d92273,2017-05-24 15:22:51,169.99,27.73
13bad9a229ea7c04888ada5c6c971c28,1,5bd6493a2d5a384987386f2696bae33d,92eb0f42c21942b6552362b9b114707d,2018-05-15 22:11:25,18.98,14.58
13c4458bd01775ea4f9050a041c1fd96,1,cd0c6e2f80f5a0ea7e366b01bcb66154,db4350fd57ae30082dec7acbaacc17f9,2017-05-31 16:30:15,16.99,16.79
13ca758b93a2298b4571f97a8a97e3e5,1,b8c89bc5fa5dc01a5d0e9d7ff0c6ecdb,6fd52c528dcb38be2eea044946b811f8,2018-02-01 03:40:05,129.89,19.40
13ca758b93a2298b4571f97a8a97e3e5,2,9f683084a0b0211109fef6e538cb4767,6fd52c528dcb38be2eea044946b811f8,2018-02-01 03:40:05,58.67,3.88
13ca758b93a2298b4571f97a8a97e3e5,3,9f683084a0b0211109fef6e538cb4767,6fd52c528dcb38be2eea044946b811f8,2018-02-01 03:40:05,58.67,3.88
13d45a0fb42d1b8691a1824859519e4e,1,c9ea06f7fd4bd778e96031f46f60dfb9,48436dade18ac8b2bce089ec2a041202,2017-10-02 04:07:17,99.90,17.95
13d5232bb40950f3caa1f771ec517044,1,b3e40ff639c185b9d726b4b19c17e6cd,7a67c85e85bb2ce8582c35f2203ad736,2018-01-29 20:39:21,229.99,14.16
13ef6b72bc3af6724e7d53bd84019b24,1,e2bb00220a167d9e60b6776ac33717bc,6560211a19b47992c3666cc44a7e94c0,2018-06-19 11:22:37,56.00,18.49
14130f70a2038f80f97d9fcc6e590ba8,1,84777fa5b1c62e5e495240dfd0b2f24a,7c67e1448b00f6e969d365cea6b010ab,2018-04-06 17:27:48,166.94,102.81
141a3a105ece0b78ebacac138ca4a4fc,1,5411e9269501a870cabf632f05655131,3d871de0142ce09b7081e2b9d1733cb1,2018-01-22 15:07:55,129.00,13.92
143c703ed417ebaa64077dcdc2c820a9,1,8dff5399c7a5552ee041c8bb465e5288,db4350fd57ae30082dec7acbaacc17f9,2017-03-31 17:25:14,34.99,8.72
1452442fe3e8cc6d3a1a8d8fc92dc019,1,eb2e510c7e0f62651d0156e769928970,1d4587203296c8f4ad134dc286fa6db0,2018-04-26 17:30:50,24.90,15.23
1466219eb36318493e16297ec7a2d87a,1,c10cda5d50f5edd0c8c8dc35f5ea7a84,77530e9772f57a62c906e1c21538ab82,2017-06-05 13:11:15,49.00,15.10
146f83fbe74a8608adecd4b19c1597fb,1,437c05a395e9e47f9762e677a7068ce7,f84fa566034f5e8e880a07ec624c56af,2018-03-29 02:27:58,47.65,7.39
146f83fbe74a8608adecd4b19c1597fb,2,437c05a395e9e47f9762e677a7068ce7,f84fa566034f5e8e880a07ec624c56af,2018-03-29 02:27:58,47.65,7.39
148faaf4575a416a7f739d55db63babe,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,2018-01-18 20:57:25,44.90,9.09
14cccd76360744f54b4d0fad37c12ebb,1,24e3e6b37adf838150e7bd4dda394c31,4a3ca9315b744ce9f8e9374361493884,2018-04-17 16:51:25,59.90,23.35
14e29f83cf6fcd5fcca40380a248eea1,1,9f7b48e2d4e4d7375f71a10791faa1b8,259f7b5e6e482c230e5bfaa670b6bb8f,2018-02-19 11:30:27,59.90,13.08
1515cf99add38d4baa19a14346e25b31,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-01-22 14:19:22,122.99,14.61
1539c0a503a87cb20a5d11a435149b2a,1,fb29f48bfea41db52e349454f433340e,897060da8b9a21f655304d50fd935913,2017-06-19 16:50:24,22.00,11.85
154ff64668cf2822704c69bd957a8c6e,1,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-07-10 04:15:15,39.90,8.72
154ff64668cf2822704c69bd957a8c6e,2,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2017-07-10 04:15:15,39.90,8.72
15513623d17d4fbfb1fc871c176e9f75,1,8ab5b652aa203b172a243df4c604ef97,688756f717c462a206ad854c5027a64a,2018-06-27 21:15:58,19.99,7.40
15513623d17d4fbfb1fc871c176e9f75,2,8ab5b652aa203b172a243df4c604ef97,688756f717c462a206ad854c5027a64a,2018-06-27 21:15:58,19.99,7.40
15565710182cd35455ee0abf4b701ea9,1,9348fe8a0886b99d1c5d33c28fb0aa48,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-02-26 07:27:53,45.62,13.37
15ade2c7daaa01c998220a2035dd43dd,1,82a61259a621866c4ba63743da29a342,4d6d651bd7684af3fffabd5f08d12e5a,2018-07-31 21:30:18,129.90,20.47
15bf8f6816bf9ff38c4262721f55bf54,1,7fab1a1472fdd934397068931f63f3ca,3d871de0142ce09b7081e2b9d1733cb1,2017-08-22 10:25:10,69.90,11.99
15c2d2803c9a7a4ba8f528a65814848d,1,db91bca0e0253d71433c22ac5acd0fbe,42fa4ee7240e9b8eb4576358ec142ba7,2018-04-30 14:32:10,119.90,18.72
15d19cc3fdb1b3bdea39f23b8f3a7a11,1,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-07-27 11:04:57,27.90,7.46
15d19cc3fdb1b3bdea39f23b8f3a7a11,2,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-07-27 11:04:57,27.90,7.46
15d19cc3fdb1b3bdea39f23b8f3a7a11,3,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-07-27 11:04:57,27.90,7.46
15d19cc3fdb1b3bdea39f23b8f3a7a11,4,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-07-27 11:04:57,27.90,7.46
15ec221740e9cec424172caef8dbeeab,1,54df09a5996302d51d8c0d81cbcdce39,23d7c96d4a1160db1c726b248601b25a,2018-05-02 14:51:39,439.90,24.68
1651e8159581ae560e31bcd322831f89,1,8c5876b1c7768217964f353bc7e64393,0db783cfcd3b73998abc6e10e59a102f,2017-05-24 18:15:21,49.00,9.27
167a89d17687b40764e54424ec1f9afd,1,90aa2ab699cd0e459be93124aa91c82f,8160255418d5aaa7dbdc9f4c64ebda44,2018-06-04 11:50:59,114.90,4.27
167a89d17687b40764e54424ec1f9afd,2,7650dd3b2dc10798a8cbccc78d9e6e3b,9e6229250fedbe05838fef417b74e7fb,2018-06-04 11:50:59,149.90,42.73
169bbd065798362db04a47a4f8abf551,1,99444782c6bb7269243567c2d6988f94,1b8356dabde1d35e17cef975c3f82730,2017-11-21 17:10:05,11.99,7.78
16c96dd4350d02d1890b8b7fd141da9a,1,17597731049645b4a7cd01de0b4188d5,ff1fb4c404b2efe68b03350a8dc24122,2018-05-02 02:30:26,275.00,14.83
16e192db098dd55c18aff27770402968,1,a027d4d9a0ffc6b3c2cf45636b044078,2ff97219cb8622eaf3cd89b7d9c09824,2018-05-28 23:58:17,15.90,18.23
16ee19fe4df0a090015e2fa16f3bf3e0,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-04-30 04:30:41,149.90,21.10
16f0fa8aecf907e4fe3768af883f0def,1,99a4ae1a9ff32f696460a9295533d2e2,750303a20e9c56b2a6bc45cdce0b897d,2018-06-20 12:19:12,59.00,71.13
16f77b7311d2685235f9c8936da1480f,1,8c292ca193d326152e335d77176746f0,7e1fb0a3ebfb01ffb3a7dae98bf3238d,2018-02-26 18:50:24,150.00,12.55
1724ccd8176515fc4b2676226b895ea1,1,0820af09ddc75b84841b1fab4da4be9b,d91fb3b7d041e83b64a00a3edfb37e4f,2018-08-23 19:30:16,11.55,7.87
1729ff43a8a349e7762f284b50588055,1,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018-03-12 14:30:14,122.99,37.55
172d924daf19043deff749396e9eebf3,1,d902e8400cd0c58b64ea157af940e670,05f51e13da97139648b8125c31e5f51b,2017-08-04 18:35:11,133.90,15.69
17335ccb96b98156a4fd1b635e11e107,1,d7fca8718416c61d99e75a1d0129e822,b76dba6c951ab00dc4edf0a1aa88037e,2018-03-26 08:08:23,16.99,7.39
175825d48ba5a2082a843888ac1b08fb,1,1d1021f2e10ec199e91f5a80355fdaf5,d91fb3b7d041e83b64a00a3edfb37e4f,2018-01-19 16:37:22,165.00,15.90
175e7244409a1c34674cdd3407e25808,1,30d1842be9c62546d3fb853119602ac2,8603f0038fe0e52fedd3382d266723de,2017-09-01 13:07:30,180.00,34.32
1762d5c6c1f5efce31b1d21339212730,1,7e45ec6dc0a748b0a621654d23bfa768,febab0275244b9a49a623f0bd613ca2f,2018-01-31 19:52:29,36.90,17.60
1777a8edd4a86d8162c65687bce598b4,1,d00f6c52d2730de05fb409f09ab6e732,d9442042130b7fe579d1295f9f4a248f,2017-07-13 18:30:11,39.90,19.84
1777a8edd4a86d8162c65687bce598b4,2,d00f6c52d2730de05fb409f09ab6e732,d9442042130b7fe579d1295f9f4a248f,2017-07-13 18:30:11,39.90,19.84
177a359958777d9b5cebb4257016c35c,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-06-07 23:50:12,149.90,25.18
177f8b6f0cfd6ef224d0caf1e59d89bd,1,f27aff266ad97e75d4a24c893b2c311e,f62d7bb4a613ec758a03342d46b580b2,2018-06-14 16:29:07,750.00,70.24
17b3a989f0a87769c633d0ed07ad1319,1,06f2166336faca73c644b11eaca22d06,d5ba419e26d246a0719437cf37d9b46d,2018-05-11 09:13:58,105.00,9.09
17e73283864f2c7bbdb6856a2b7bc13e,1,387e781bdd254dd8821e6194af0fa8d7,9c690ceacd5c66731bf443ea810195cb,2018-06-14 08:30:31,128.90,67.21
17eba629ec542978d1ea929d473d4f19,1,c5e9693041e519fd6e2ebde0d76cc1ad,4e7c18b98d84e05cbae3ff0ff03846c2,2017-02-08 20:09:10,163.90,43.61
1800f4a4362310d7eb38281634f6dfd1,1,01da7f08d8327e0b4fab7edaa0c417a4,4e922959ae960d389249c378d1c939f5,2017-12-03 22:56:32,298.00,27.37
180d9087d153ffddea224f2996463f46,1,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,2017-12-08 20:35:21,179.99,45.72
181f3a2409fbfd9640a4e017c3b9971f,1,3360da0bdc5e96e78beaade20beeefa4,ea00f977a203ff88adf7057cb7806998,2018-07-08 21:10:55,19.99,7.88
1839c69dd9dbf835d82480c05964cbd4,1,d37abf50cce5bcd682830a357783622e,6cd68b3ed6d59aaa9fece558ad360c0a,2018-01-03 17:56:22,97.90,14.42
185b9908e599d49428dc7b8238c8076a,1,6bd4c564d1f96b0db5d02d376b4daed6,b6d44737c043328708f6749c2dbe50bd,2018-04-17 09:12:25,67.00,21.55
186ab35ad2c07d4b35781c8bb314cbd9,1,4ff38de0673d41a0da1499e300720ef6,5b07547f10dd980738a1a27f685af669,2018-08-07 15:10:13,69.90,18.59
186ac860f8928db64590e1fdd744c9f5,1,ea44caac707f7f1325182a538007f838,855668e0971d4dfd7bef1b6a4133b41b,2018-03-14 16:56:03,52.00,22.94
188804952924592ac0678c7ab1b42860,1,daa5000b84b8bd4a9e8e622f154ac0c5,ececbfcff9804a2d6b40f589df8eef2b,2018-08-14 14:04:36,59.99,37.33
18905a8655f8255bf50d2eeadce2641e,1,87a71ae93900ab55fcf685c8040769b3,8b321bb669392f5163d04c59e235e066,2018-02-01 02:52:27,12.90,17.63
18bb4acb90913593d37049c601660009,1,1dfb36d969d347f56f43590ec42c7b8c,7f152321c60a266edc53af1925ef96c1,2018-05-07 09:56:57,159.99,37.28
18c48366114e65c415b2c19448f7c146,1,f32415d23c358ef1e387a7d329d9ce9f,3586b8580d9c917874e053a1bb37b5ff,2017-10-03 22:45:32,36.90,16.11
18fa032cf65a1c5c2820d16276b4741a,1,854dea7019a248cec54711ded4744e30,fa1c13f2614d7b5c4749cbc52fecda94,2017-11-07 19:30:13,349.90,16.20
190c71c36bb25e9a85f3a53291e475a3,1,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2017-05-26 19:45:12,99.99,9.51
190d1b221eb8c4e51953c2542c6acc61,1,01849445c151d94a1f0cfff03c9ed154,dc4a0fc896dc34b0d5bfec8438291c80,2017-08-27 21:55:22,49.90,13.37
190dca51b7367cbcf69eff19efd0bd20,1,e03102efbc2229024c89be731f0aedcb,2c9e548be18521d1c43cde1c582c6de8,2018-01-18 16:50:30,39.90,15.11
